CEP_ORIGEM;LAT_ORIGEM;LOG_ORIGEM;CEP_DESTINO;LAT_DESTINO;LOG_DESTINO;POINT_ORIGEM;INTERSECCAO_ORIGEM;AREA_ORIGEM;POINT_DESTINO;INTERSECCAO_DESTINO;AREA_DESTINO
74770110;-16,65962;-49,18246;74020030;-16,67414;-49,26313;c(-49.18246, -16.65962);332;156;c(-49.26313, -16.67414);317;4
74674025;-16,64074;-49,22115;74015080;-16,68118;-49,26352;c(-49.22115, -16.64074);227;145A;c(-49.26352, -16.68118);304;17
74610230;-16,67798;-49,23940;74525050;-16,67600;-49,29252;c(-49.2394, -16.67798);294;32;c(-49.29252, -16.676);167;64
74045150;-16,66959;-49,26512;74884900;-16,70300;-49,22721;c(-49.26512, -16.66959);319;23;c(-49.22721, -16.703);325;90C
74674025;-16,64074;-49,22115;74672839;-16,63311;-49,21702;c(-49.22115, -16.64074);227;145A;c(-49.21702, -16.63311);337;146
74070160;-16,67063;-49,27177;74605070;-16,68070;-49,24776;c(-49.27177, -16.67063);316;21;c(-49.24776, -16.6807);287;30
74885370;-16,73523;-49,20579;74210060;-16,70702;-49,28765;c(-49.20579, -16.73523);328;95;c(-49.28765, -16.70702);183;54
74823410;-16,71942;-49,25882;74884900;-16,70300;-49,22721;c(-49.25882, -16.71942);276;47;c(-49.22721, -16.703);325;90C
74591054;-16,61644;-49,28591;74681225;-16,62291;-49,20518;c(-49.28591, -16.61644);74;191;c(-49.20518, -16.62291);358;150A
74583303;-16,62918;-49,30730;74070170;-16,67088;-49,26711;c(-49.3073, -16.62918);208;190;c(-49.26711, -16.67088);314;22
74673020;-16,65038;-49,23745;74170100;-16,69736;-49,26136;c(-49.23745, -16.65038);227;145A;c(-49.26136, -16.69736);303;14
74843140;-16,73497;-49,28804;74370520;-16,73429;-49,33899;c(-49.28804, -16.73497);76;100;c(-49.33899, -16.73429);151;160A
74333015;-16,71577;-49,30480;74255240;-16,70848;-49,29508;c(-49.3048, -16.71577);130;111;c(-49.29508, -16.70848);183;54
74160010;-16,70880;-49,26502;74110090;-16,68805;-49,26867;c(-49.26502, -16.7088);249;49;c(-49.26867, -16.68805);305;16
74786006;-16,65578;-49,18671;74780440;-16,65862;-49,19487;c(-49.18671, -16.65578);239;154A;c(-49.19487, -16.65862);335;155
74255110;-16,72432;-49,29472;74450080;-16,66043;-49,32271;c(-49.29472, -16.72432);162;110;c(-49.32271, -16.66043);164;132
74674080;-16,64631;-49,22845;74680210;-16,61744;-49,19943;c(-49.22845, -16.64631);227;145A;c(-49.19943, -16.61744);359;150B
74583110;-16,63683;-49,29715;74513040;-16,67601;-49,29579;c(-49.29715, -16.63683);84;136B;c(-49.29579, -16.67601);167;64
74477155;-16,59269;-49,34016;74175110;-16,70660;-49,26368;c(-49.34016, -16.59269);198;186;c(-49.26368, -16.7066);309;13
74885750;-16,72886;-49,19797;74130011;-16,68731;-49,27808;c(-49.19797, -16.72886);243;93B;c(-49.27808, -16.68731);83;51
74470550;-16,63506;-49,36388;74603010;-16,68745;-49,24225;c(-49.36388, -16.63506);207;181C;c(-49.24225, -16.68745);289;33
74786400;-16,64033;-49,18090;74705130;-16,67653;-49,22262;c(-49.1809, -16.64033);234;154B;c(-49.22262, -16.67653);263;84
74655350;-16,64973;-49,25083;74884900;-16,70300;-49,22721;c(-49.25083, -16.64973);232;75;c(-49.22721, -16.703);325;90C
74371435;-16,73638;-49,34925;74210108;-16,68817;-49,28880;c(-49.34925, -16.73638);128;159;c(-49.2888, -16.68817);184;61
74740090;-16,68910;-49,20526;74884900;-16,70300;-49,22721;c(-49.20526, -16.6891);252;89;c(-49.22721, -16.703);325;90C
74280240;-16,71635;-49,27405;74810030;-16,70626;-49,24411;c(-49.27405, -16.71635);275;58;c(-49.24411, -16.70626);282;40
74645210;-16,67101;-49,24076;74610060;-16,67284;-49,24345;c(-49.24076, -16.67101);294;32;c(-49.24345, -16.67284);294;32
74150030;-16,69787;-49,27088;74533030;-16,68714;-49,28144;c(-49.27088, -16.69787);306;50;c(-49.28144, -16.68714);82;62
74345230;-16,74405;-49,30127;74610060;-16,67284;-49,24345;c(-49.30127, -16.74405);152;102;c(-49.24345, -16.67284);294;32
74786400;-16,64033;-49,18090;74735190;-16,68531;-49,20869;c(-49.1809, -16.64033);234;154B;c(-49.20869, -16.68531);252;89
74884650;-16,71515;-49,18168;74180180;-16,70311;-49,25704;c(-49.18168, -16.71515);247;206B;c(-49.25704, -16.70311);309;13
74692255;-16,59440;-49,25445;74685745;-16,61612;-49,25762;c(-49.25445, -16.5944);348;195;c(-49.25762, -16.61612);345;147
74367640;-16,71033;-49,32993;74150230;-16,69569;-49,26676;c(-49.32993, -16.71033);138;161A;c(-49.26676, -16.69569);307;15
74663170;-16,62968;-49,25259;74815780;-16,71672;-49,23728;c(-49.25259, -16.62968);233;143B;c(-49.23728, -16.71672);246;38
74305100;-16,69756;-49,30428;74640010;-16,66569;-49,24664;c(-49.30428, -16.69756);181;115;c(-49.24664, -16.66569);293;29
74523470;-16,66147;-49,29333;74055100;-16,67002;-49,25968;c(-49.29333, -16.66147);188;67;c(-49.25968, -16.67002);300;24
74110090;-16,68805;-49,26867;74884900;-16,70300;-49,22721;c(-49.26867, -16.68805);305;16;c(-49.22721, -16.703);325;90C
74080020;-16,68432;-49,25758;74120030;-16,68809;-49,26952;c(-49.25758, -16.68432);310;9;c(-49.26952, -16.68809);305;16
74330110;-16,71678;-49,31179;74270020;-16,70282;-49,28609;c(-49.31179, -16.71678);131;113;c(-49.28609, -16.70282);183;54
74115070;-16,68506;-49,27729;74110090;-16,68805;-49,26867;c(-49.27729, -16.68506);308;19;c(-49.26867, -16.68805);305;16
74473821;-16,60962;-49,31725;74481250;-16,60147;-49,33959;c(-49.31725, -16.60962);210;189;c(-49.33959, -16.60147);209;187
74083090;-16,68310;-49,25467;74075090;-16,67574;-49,26748;c(-49.25467, -16.6831);290;8;c(-49.26748, -16.67574);314;22
74120050;-16,68879;-49,26879;74120090;-16,68824;-49,26071;c(-49.26879, -16.68879);305;16;c(-49.26071, -16.68824);305;16
74180070;-16,70341;-49,25629;74690900;-16,61139;-49,26831;c(-49.25629, -16.70341);309;13;c(-49.26831, -16.61139);349;193A
74140020;-16,69149;-49,27123;74650020;-16,65680;-49,24454;c(-49.27123, -16.69149);305;16;c(-49.24454, -16.6568);286;77
74860130;-16,73554;-49,22777;74645010;-16,67063;-49,25260;c(-49.22777, -16.73554);248;94B;c(-49.2526, -16.67063);300;24
74483612;-16,68729;-49,34393;74805480;-16,70320;-49,23320;c(-49.34393, -16.68729);136;169;c(-49.2332, -16.7032);322;36
74270230;-16,70764;-49,28458;74430190;-16,67179;-49,30590;c(-49.28458, -16.70764);87;53;c(-49.3059, -16.67179);175;124
74310110;-16,70583;-49,30082;74003010;-16,68195;-49,25860;c(-49.30082, -16.70583);125;112;c(-49.2586, -16.68195);310;9
74110100;-16,69090;-49,27078;74115040;-16,68654;-49,26452;c(-49.27078, -16.6909);305;16;c(-49.26452, -16.68654);305;16
74083380;-16,68661;-49,24972;74493140;-16,66561;-49,39160;c(-49.24972, -16.68661);290;8;c(-49.3916, -16.66561);148;177
74255060;-16,72560;-49,29548;74640090;-16,66659;-49,24418;c(-49.29548, -16.7256);162;110;c(-49.24418, -16.66659);293;29
74674220;-16,64450;-49,23484;74690900;-16,61139;-49,26831;c(-49.23484, -16.6445);227;145A;c(-49.26831, -16.61139);349;193A
74530010;-16,68633;-49,28914;74605070;-16,68070;-49,24776;c(-49.28914, -16.68633);184;61;c(-49.24776, -16.6807);287;30
74672660;-16,63914;-49,23703;74430180;-16,67332;-49,30640;c(-49.23703, -16.63914);354;144C;c(-49.3064, -16.67332);175;124
74280160;-16,71881;-49,27705;74482070;-16,61325;-49,36387;c(-49.27705, -16.71881);77;59;c(-49.36387, -16.61325);206;199A
74369004;-16,74790;-49,35146;74853040;-16,73239;-49,24522;c(-49.35146, -16.7479);128;159;c(-49.24522, -16.73239);268;45
74325060;-16,70613;-49,31708;74884900;-16,70300;-49,22721;c(-49.31708, -16.70613);131;113;c(-49.22721, -16.703);325;90C
74530400;-16,68450;-49,29168;74530020;-16,68708;-49,29332;c(-49.29168, -16.6845);184;61;c(-49.29332, -16.68708);185;121
74855170;-16,72628;-49,22771;74805180;-16,69423;-49,24041;c(-49.22771, -16.72628);278;92B;c(-49.24041, -16.69423);323;34
74810220;-16,70331;-49,24257;74884900;-16,70300;-49,22721;c(-49.24257, -16.70331);322;36;c(-49.22721, -16.703);325;90C
74460790;-16,66563;-49,35320;74805480;-16,70320;-49,23320;c(-49.3532, -16.66563);137;176A;c(-49.2332, -16.7032);322;36
74890260;-16,74440;-49,19651;74884900;-16,70300;-49,22721;c(-49.19651, -16.7444);330;96A;c(-49.22721, -16.703);325;90C
74215220;-16,70261;-49,27596;74130011;-16,68731;-49,27808;c(-49.27596, -16.70261);306;50;c(-49.27808, -16.68731);83;51
74735130;-16,68480;-49,20610;74884900;-16,70300;-49,22721;c(-49.2061, -16.6848);252;89;c(-49.22721, -16.703);325;90C
74674025;-16,64074;-49,22115;74775015;-16,65364;-49,21259;c(-49.22115, -16.64074);227;145A;c(-49.21259, -16.65364);238;153
74563355;-16,65501;-49,27546;74884900;-16,70300;-49,22721;c(-49.27546, -16.65501);79;73;c(-49.22721, -16.703);325;90C
74515010;-16,67294;-49,29633;74805100;-16,69908;-49,24458;c(-49.29633, -16.67294);167;64;c(-49.24458, -16.69908);322;36
74810240;-16,70424;-49,24063;74015080;-16,68118;-49,26352;c(-49.24063, -16.70424);322;36;c(-49.26352, -16.68118);304;17
74075100;-16,67323;-49,26701;74070150;-16,67052;-49,27339;c(-49.26701, -16.67323);314;22;c(-49.27339, -16.67052);316;21
74093030;-16,69481;-49,25226;74610130;-16,68145;-49,24257;c(-49.25226, -16.69481);302;12;c(-49.24257, -16.68145);289;33
74369410;-16,73911;-49,33872;74884900;-16,70300;-49,22721;c(-49.33872, -16.73911);151;160A;c(-49.22721, -16.703);325;90C
74275150;-16,72301;-49,28118;74210124;-16,68806;-49,29041;c(-49.28118, -16.72301);71;98;c(-49.29041, -16.68806);184;61
74370625;-16,72973;-49,34137;74435120;-16,66576;-49,30653;c(-49.34137, -16.72973);124;163;c(-49.30653, -16.66576);186;127
74675700;-16,62341;-49,22679;74120110;-16,69001;-49,27191;c(-49.22679, -16.62341);355;149B;c(-49.27191, -16.69001);305;16
74484706;-16,70613;-49,37399;74265020;-16,69520;-49,28864;c(-49.37399, -16.70613);126;165B;c(-49.28864, -16.6952);88;52
74310350;-16,70907;-49,30076;74810180;-16,70755;-49,23638;c(-49.30076, -16.70907);125;112;c(-49.23638, -16.70755);322;36
74563355;-16,65501;-49,27546;74043050;-16,67969;-49,26441;c(-49.27546, -16.65501);79;73;c(-49.26441, -16.67969);299;18
74563355;-16,65501;-49,27546;74830130;-16,72825;-49,26318;c(-49.27546, -16.65501);79;73;c(-49.26318, -16.72825);274;97
74543300;-16,67433;-49,28186;74360370;-16,73300;-49,32128;c(-49.28186, -16.67433);90;69;c(-49.32128, -16.733);154;107
74663310;-16,63129;-49,24778;74605090;-16,67625;-49,24846;c(-49.24778, -16.63129);233;143B;c(-49.24846, -16.67625);287;30
74835105;-16,72091;-49,26584;74690900;-16,61139;-49,26831;c(-49.26584, -16.72091);274;97;c(-49.26831, -16.61139);349;193A
74367630;-16,70740;-49,33010;74093250;-16,69759;-49,25752;c(-49.3301, -16.7074);138;161A;c(-49.25752, -16.69759);302;12
74672620;-16,63824;-49,23610;74605020;-16,68275;-49,24685;c(-49.2361, -16.63824);354;144C;c(-49.24685, -16.68275);289;33
74740090;-16,68910;-49,20526;74255320;-16,70535;-49,29412;c(-49.20526, -16.6891);252;89;c(-49.29412, -16.70535);183;54
74740090;-16,68910;-49,20526;74215220;-16,70261;-49,27596;c(-49.20526, -16.6891);252;89;c(-49.27596, -16.70261);306;50
74310210;-16,70374;-49,30066;74535060;-16,67659;-49,28432;c(-49.30066, -16.70374);125;112;c(-49.28432, -16.67659);81;63
74573010;-16,64163;-49,28516;74594006;-16,62525;-49,28352;c(-49.28516, -16.64163);85;138;c(-49.28352, -16.62525);75;192
74290140;-16,70841;-49,27842;74445190;-16,65211;-49,31761;c(-49.27842, -16.70841);260;57;c(-49.31761, -16.65211);112;131B
74670430;-16,64755;-49,25126;74425030;-16,68421;-49,31042;c(-49.25126, -16.64755);232;75;c(-49.31042, -16.68421);182;120
74835440;-16,73528;-49,28430;74030060;-16,67885;-49,25283;c(-49.2843, -16.73528);76;100;c(-49.25283, -16.67885);296;6
74369112;-16,75407;-49,34536;74810100;-16,71088;-49,24312;c(-49.34536, -16.75407);128;159;c(-49.24312, -16.71088);246;38
74343240;-16,73699;-49,29639;74130011;-16,68731;-49,27808;c(-49.29639, -16.73699);160;103;c(-49.27808, -16.68731);83;51
74610090;-16,67661;-49,24060;74003010;-16,68195;-49,25860;c(-49.2406, -16.67661);295;31;c(-49.2586, -16.68195);310;9
74343240;-16,73699;-49,29639;74280290;-16,72193;-49,27414;c(-49.29639, -16.73699);160;103;c(-49.27414, -16.72193);274;97
74343240;-16,73699;-49,29639;74255140;-16,72111;-49,29233;c(-49.29639, -16.73699);160;103;c(-49.29233, -16.72111);163;60
74843050;-16,73595;-49,28510;74365440;-16,72088;-49,31819;c(-49.2851, -16.73595);76;100;c(-49.31819, -16.72088);155;108
74369030;-16,74319;-49,34370;74430060;-16,66976;-49,30625;c(-49.3437, -16.74319);151;160A;c(-49.30625, -16.66976);170;125
74573120;-16,63981;-49,27971;74255220;-16,71028;-49,29496;c(-49.27971, -16.63981);235;139;c(-49.29496, -16.71028);140;55
74884620;-16,71666;-49,18626;74120110;-16,69001;-49,27191;c(-49.18626, -16.71666);247;206B;c(-49.27191, -16.69001);305;16
74683490;-16,61575;-49,22199;74083060;-16,69233;-49,25969;c(-49.22199, -16.61575);339;148B;c(-49.25969, -16.69233);302;12
74280090;-16,72126;-49,27404;74675710;-16,62452;-49,22706;c(-49.27404, -16.72126);275;58;c(-49.22706, -16.62452);355;149B
74275220;-16,72239;-49,27726;74093250;-16,69759;-49,25752;c(-49.27726, -16.72239);274;97;c(-49.25752, -16.69759);302;12
74140040;-16,68924;-49,27242;74805100;-16,69908;-49,24458;c(-49.27242, -16.68924);305;16;c(-49.24458, -16.69908);322;36
74494845;-16,69206;-49,38664;74369069;-16,75552;-49,34945;c(-49.38664, -16.69206);107;171;c(-49.34945, -16.75552);128;159
74477203;-16,59064;-49,37499;74080010;-16,69052;-49,26215;c(-49.37499, -16.59064);204;198B;c(-49.26215, -16.69052);310;9
74140040;-16,68924;-49,27242;74323100;-16,70667;-49,31535;c(-49.27242, -16.68924);305;16;c(-49.31535, -16.70667);131;113
74370677;-16,72293;-49,34412;74445260;-16,65566;-49,31608;c(-49.34412, -16.72293);124;163;c(-49.31608, -16.65566);112;131B
74371485;-16,72996;-49,34562;74170100;-16,69736;-49,26136;c(-49.34562, -16.72996);124;163;c(-49.26136, -16.69736);303;14
74870390;-16,72898;-49,21669;74375520;-16,69260;-49,32384;c(-49.21669, -16.72898);244;93A;c(-49.32384, -16.6926);177;167B
74371300;-16,72929;-49,36343;74070060;-16,67343;-49,27059;c(-49.36343, -16.72929);142;164A;c(-49.27059, -16.67343);316;21
74366098;-16,71457;-49,32320;74223060;-16,70831;-49,27228;c(-49.3232, -16.71457);127;160B;c(-49.27228, -16.70831);260;57
74425382;-16,67858;-49,31586;74650300;-16,65704;-49,24763;c(-49.31586, -16.67858);174;119;c(-49.24763, -16.65704);286;77
74030060;-16,67885;-49,25283;74080445;-16,68552;-49,25671;c(-49.25283, -16.67885);296;6;c(-49.25671, -16.68552);310;9
74610260;-16,67918;-49,23692;74605070;-16,68070;-49,24776;c(-49.23692, -16.67918);289;33;c(-49.24776, -16.6807);287;30
74863110;-16,73575;-49,22946;74884900;-16,70300;-49,22721;c(-49.22946, -16.73575);248;94B;c(-49.22721, -16.703);325;90C
74843640;-16,74443;-49,28691;74850290;-16,72058;-49,24138;c(-49.28691, -16.74443);70;101;c(-49.24138, -16.72058);280;39
74320260;-16,69528;-49,31461;74405010;-16,68091;-49,30006;c(-49.31461, -16.69528);165;114;c(-49.30006, -16.68091);169;122
74255190;-16,71133;-49,28921;74884900;-16,70300;-49,22721;c(-49.28921, -16.71133);140;55;c(-49.22721, -16.703);325;90C
74180015;-16,70207;-49,25310;74085420;-16,69526;-49,24868;c(-49.2531, -16.70207);309;13;c(-49.24868, -16.69526);281;11
74823430;-16,72079;-49,26322;74690900;-16,61139;-49,26831;c(-49.26322, -16.72079);276;47;c(-49.26831, -16.61139);349;193A
74313650;-16,70799;-49,30244;74140130;-16,69093;-49,27445;c(-49.30244, -16.70799);125;112;c(-49.27445, -16.69093);305;16
74715240;-16,69295;-49,22596;74603110;-16,68609;-49,24540;c(-49.22596, -16.69295);251;88;c(-49.2454, -16.68609);289;33
74275060;-16,71494;-49,29403;74223010;-16,71889;-49,26449;c(-49.29403, -16.71494);140;55;c(-49.26449, -16.71889);272;48
74691886;-16,60129;-49,27134;74590510;-16,62404;-49,28446;c(-49.27134, -16.60129);343;194B;c(-49.28446, -16.62404);74;191
74085325;-16,70227;-49,25247;74815780;-16,71672;-49,23728;c(-49.25247, -16.70227);281;11;c(-49.23728, -16.71672);246;38
74367635;-16,71012;-49,33158;74255500;-16,72303;-49,28807;c(-49.33158, -16.71012);138;161A;c(-49.28807, -16.72303);163;60
74180081;-16,70424;-49,25590;74603060;-16,68778;-49,24259;c(-49.2559, -16.70424);309;13;c(-49.24259, -16.68778);289;33
74486045;-16,68076;-49,33296;74223230;-16,70568;-49,27080;c(-49.33296, -16.68076);173;168;c(-49.2708, -16.70568);306;50
74280130;-16,71874;-49,27268;74884900;-16,70300;-49,22721;c(-49.27268, -16.71874);275;58;c(-49.22721, -16.703);325;90C
74394240;-16,73197;-49,40914;74605120;-16,68625;-49,24971;c(-49.40914, -16.73197);102;210A;c(-49.24971, -16.68625);290;8
74085150;-16,69295;-49,24745;74884900;-16,70300;-49,22721;c(-49.24745, -16.69295);283;10;c(-49.22721, -16.703);325;90C
74463280;-16,64994;-49,33032;74690100;-16,60929;-49,24196;c(-49.33032, -16.64994);110;133;c(-49.24196, -16.60929);345;147
74367635;-16,71012;-49,33158;74115040;-16,68654;-49,26452;c(-49.33158, -16.71012);138;161A;c(-49.26452, -16.68654);305;16
74823040;-16,71216;-49,25852;74605020;-16,68275;-49,24685;c(-49.25852, -16.71216);242;42;c(-49.24685, -16.68275);289;33
74473760;-16,63190;-49,32452;74080060;-16,68289;-49,25901;c(-49.32452, -16.6319);212;183;c(-49.25901, -16.68289);310;9
74465290;-16,64937;-49,32852;74665510;-16,63475;-49,26524;c(-49.32852, -16.64937);110;133;c(-49.26524, -16.63475);350;142
74045020;-16,67076;-49,26361;74013010;-16,67895;-49,25770;c(-49.26361, -16.67076);319;23;c(-49.2577, -16.67895);297;2
74394415;-16,72680;-49,40392;74845090;-16,72538;-49,24108;c(-49.40392, -16.7268);102;210A;c(-49.24108, -16.72538);280;39
74375500;-16,69313;-49,32891;74075110;-16,67288;-49,26699;c(-49.32891, -16.69313);177;167B;c(-49.26699, -16.67288);314;22
74483612;-16,68729;-49,34393;74230015;-16,71562;-49,27602;c(-49.34393, -16.68729);136;169;c(-49.27602, -16.71562);275;58
74810200;-16,70616;-49,24395;74843440;-16,73968;-49,29207;c(-49.24395, -16.70616);282;40;c(-49.29207, -16.73968);152;102
74591053;-16,61662;-49,28620;74605020;-16,68275;-49,24685;c(-49.2862, -16.61662);74;191;c(-49.24685, -16.68275);289;33
74055200;-16,66975;-49,25734;74305440;-16,69487;-49,29708;c(-49.25734, -16.66975);300;24;c(-49.29708, -16.69487);180;116
74125115;-16,68877;-49,26589;74560370;-16,66226;-49,27239;c(-49.26589, -16.68877);305;16;c(-49.27239, -16.66226);313;72
74345020;-16,74643;-49,30337;74865445;-16,71468;-49,22142;c(-49.30337, -16.74643);152;102;c(-49.22142, -16.71468);257;90D
74675620;-16,62379;-49,22676;74515020;-16,67411;-49,29622;c(-49.22676, -16.62379);355;149B;c(-49.29622, -16.67411);167;64
74356044;-16,79393;-49,37808;74055110;-16,66740;-49,25813;c(-49.37808, -16.79393);13;158A;c(-49.25813, -16.6674);300;24
74645010;-16,67063;-49,25260;74083090;-16,68310;-49,25467;c(-49.2526, -16.67063);300;24;c(-49.25467, -16.6831);290;8
74390669;-16,72112;-49,37761;74810100;-16,71088;-49,24312;c(-49.37761, -16.72112);133;165A;c(-49.24312, -16.71088);246;38
74830040;-16,72750;-49,26043;74430030;-16,66992;-49,31069;c(-49.26043, -16.7275);266;44;c(-49.31069, -16.66992);170;125
74815715;-16,71400;-49,23928;74805100;-16,69908;-49,24458;c(-49.23928, -16.714);246;38;c(-49.24458, -16.69908);322;36
74885578;-16,73690;-49,20969;74055110;-16,66740;-49,25813;c(-49.20969, -16.7369);243;93B;c(-49.25813, -16.6674);300;24
74650100;-16,65469;-49,24418;74605020;-16,68275;-49,24685;c(-49.24418, -16.65469);286;77;c(-49.24685, -16.68275);289;33
74343240;-16,73699;-49,29639;74140080;-16,69067;-49,27466;c(-49.29639, -16.73699);160;103;c(-49.27466, -16.69067);305;16
74477600;-16,60840;-49,37386;74425030;-16,68421;-49,31042;c(-49.37386, -16.6084);206;199A;c(-49.31042, -16.68421);182;120
74565280;-16,64260;-49,26850;74445190;-16,65211;-49,31761;c(-49.2685, -16.6426);231;140;c(-49.31761, -16.65211);112;131B
74640100;-16,66670;-49,24353;74093280;-16,69674;-49,25562;c(-49.24353, -16.6667);293;29;c(-49.25562, -16.69674);302;12
74354025;-16,75122;-49,33671;74080060;-16,68289;-49,25901;c(-49.33671, -16.75122);158;106;c(-49.25901, -16.68289);310;9
74085370;-16,69689;-49,24864;74690900;-16,61139;-49,26831;c(-49.24864, -16.69689);281;11;c(-49.26831, -16.61139);349;193A
74843440;-16,73968;-49,29207;74884900;-16,70300;-49,22721;c(-49.29207, -16.73968);152;102;c(-49.22721, -16.703);325;90C
74675230;-16,62429;-49,21158;74423250;-16,68531;-49,31386;c(-49.21158, -16.62429);341;149C;c(-49.31386, -16.68531);174;119
74610240;-16,68204;-49,24076;74610155;-16,68207;-49,23846;c(-49.24076, -16.68204);289;33;c(-49.23846, -16.68207);289;33
74496070;-16,65393;-49,38348;74485812;-16,64671;-49,39781;c(-49.38348, -16.65393);116;178;c(-49.39781, -16.64671);116;178
74673060;-16,65052;-49,22777;74690900;-16,61139;-49,26831;c(-49.22777, -16.65052);227;145A;c(-49.26831, -16.61139);349;193A
74356526;-16,79879;-49,36619;74371580;-16,73283;-49,35239;c(-49.36619, -16.79879);47;208A;c(-49.35239, -16.73283);128;159
74140035;-16,69131;-49,27653;74215170;-16,70663;-49,27231;c(-49.27653, -16.69131);83;51;c(-49.27231, -16.70663);306;50
74620270;-16,66617;-49,22011;74605020;-16,68275;-49,24685;c(-49.22011, -16.66617);262;83;c(-49.24685, -16.68275);289;33
74594140;-16,62517;-49,30466;74140020;-16,69149;-49,27123;c(-49.30466, -16.62517);208;190;c(-49.27123, -16.69149);305;16
74475045;-16,60636;-49,32636;74430010;-16,67444;-49,30248;c(-49.32636, -16.60636);210;189;c(-49.30248, -16.67444);171;123
74310220;-16,70780;-49,29776;74210250;-16,69211;-49,27843;c(-49.29776, -16.7078);125;112;c(-49.27843, -16.69211);83;51
74495310;-16,68386;-49,38044;74475115;-16,62948;-49,32823;c(-49.38044, -16.68386);147;172A;c(-49.32823, -16.62948);212;183
74370622;-16,72684;-49,34142;74130015;-16,67972;-49,26324;c(-49.34142, -16.72684);124;163;c(-49.26324, -16.67972);299;18
74325060;-16,70613;-49,31708;74884900;-16,70300;-49,22721;c(-49.31708, -16.70613);131;113;c(-49.22721, -16.703);325;90C
74210150;-16,69166;-49,28372;74805100;-16,69908;-49,24458;c(-49.28372, -16.69166);83;51;c(-49.24458, -16.69908);322;36
74140050;-16,69151;-49,27199;74535520;-16,67646;-49,28577;c(-49.27199, -16.69151);305;16;c(-49.28577, -16.67646);167;64
74635030;-16,66378;-49,24068;74645210;-16,67101;-49,24076;c(-49.24068, -16.66378);327;78;c(-49.24076, -16.67101);294;32
74643040;-16,67078;-49,24713;74180090;-16,70408;-49,26197;c(-49.24713, -16.67078);293;29;c(-49.26197, -16.70408);309;13
74391610;-16,70066;-49,34164;74270020;-16,70282;-49,28609;c(-49.34164, -16.70066);135;166;c(-49.28609, -16.70282);183;54
74375360;-16,70211;-49,32265;74425240;-16,67762;-49,31114;c(-49.32265, -16.70211);138;161A;c(-49.31114, -16.67762);174;119
74815705;-16,71491;-49,23947;74672500;-16,63511;-49,23320;c(-49.23947, -16.71491);246;38;c(-49.2332, -16.63511);354;144C
74491715;-16,68094;-49,43972;74683500;-16,61442;-49,22398;c(-49.43972, -16.68094);108;212;c(-49.22398, -16.61442);344;148A
74533120;-16,68541;-49,28469;74610240;-16,68204;-49,24076;c(-49.28469, -16.68541);82;62;c(-49.24076, -16.68204);289;33
74884534;-16,70851;-49,21316;74810180;-16,70755;-49,23638;c(-49.21316, -16.70851);258;90B;c(-49.23638, -16.70755);322;36
74125170;-16,69174;-49,27763;74610200;-16,67409;-49,23770;c(-49.27763, -16.69174);83;51;c(-49.2377, -16.67409);294;32
74120020;-16,68900;-49,26890;74210050;-16,70305;-49,28135;c(-49.2689, -16.689);305;16;c(-49.28135, -16.70305);87;53
74343580;-16,73106;-49,30322;74120110;-16,69001;-49,27191;c(-49.30322, -16.73106);160;103;c(-49.27191, -16.69001);305;16
74855570;-16,72804;-49,22404;74884900;-16,70300;-49,22721;c(-49.22404, -16.72804);278;92B;c(-49.22721, -16.703);325;90C
74884676;-16,70657;-49,21705;74210060;-16,70702;-49,28765;c(-49.21705, -16.70657);258;90B;c(-49.28765, -16.70702);183;54
74160010;-16,70880;-49,26502;74810100;-16,71088;-49,24312;c(-49.26502, -16.7088);249;49;c(-49.24312, -16.71088);246;38
74590360;-16,61752;-49,30461;74445190;-16,65211;-49,31761;c(-49.30461, -16.61752);74;191;c(-49.31761, -16.65211);112;131B
74210030;-16,70354;-49,27887;74215170;-16,70663;-49,27231;c(-49.27887, -16.70354);87;53;c(-49.27231, -16.70663);306;50
74883086;-16,70050;-49,20937;74210060;-16,70702;-49,28765;c(-49.20937, -16.7005);255;90A;c(-49.28765, -16.70702);183;54
74884563;-16,70519;-49,21412;74672620;-16,63824;-49,23610;c(-49.21412, -16.70519);258;90B;c(-49.2361, -16.63824);354;144C
74683400;-16,61556;-49,22231;74884900;-16,70300;-49,22721;c(-49.22231, -16.61556);339;148B;c(-49.22721, -16.703);325;90C
74180170;-16,70221;-49,25687;74175140;-16,70412;-49,26277;c(-49.25687, -16.70221);309;13;c(-49.26277, -16.70412);309;13
74674280;-16,64595;-49,22974;74885460;-16,74467;-49,21049;c(-49.22974, -16.64595);227;145A;c(-49.21049, -16.74467);240;2131
74120020;-16,68900;-49,26890;74230010;-16,71908;-49,27624;c(-49.2689, -16.689);305;16;c(-49.27624, -16.71908);77;59
74870110;-16,73031;-49,21657;74070040;-16,67702;-49,27145;c(-49.21657, -16.73031);244;93A;c(-49.27145, -16.67702);316;21
74815720;-16,71589;-49,23948;74884900;-16,70300;-49,22721;c(-49.23948, -16.71589);246;38;c(-49.22721, -16.703);325;90C
74230120;-16,71808;-49,26976;74230100;-16,71465;-49,27087;c(-49.26976, -16.71808);272;48;c(-49.27087, -16.71465);275;58
74463690;-16,65078;-49,34368;74230220;-16,72001;-49,26412;c(-49.34368, -16.65078);109;180A;c(-49.26412, -16.72001);272;48
