CEP_ORIGEM;LAT_ORIGEM;LOG_ORIGEM;CEP_DESTINO;LAT_DESTINO;LOG_DESTINO;POINT_ORIGEM;INTERSECCAO_ORIGEM;AREA_ORIGEM;POINT_DESTINO;INTERSECCAO_DESTINO;AREA_DESTINO
74715080;-16,68695;-49,22735;74030020;-16,67829;-49,25108;c(-49.22735, -16.68695);253;87;c(-49.25108, -16.67829);296;6
74650100;-16,65469;-49,24418;74030020;-16,67829;-49,25108;c(-49.24418, -16.65469);286;77;c(-49.25108, -16.67829);296;6
74484634;-16,70782;-49,36044;74375740;-16,70222;-49,33422;c(-49.36044, -16.70782);135;166;c(-49.33422, -16.70222);138;161A
74356038;-16,79263;-49,37986;74303035;-16,69217;-49,30661;c(-49.37986, -16.79263);13;158A;c(-49.30661, -16.69217);181;115
74723190;-16,69870;-49,22356;74723050;-16,69782;-49,22349;c(-49.22356, -16.6987);255;90A;c(-49.22349, -16.69782);255;90A
74363020;-16,72699;-49,32602;74323250;-16,70378;-49,31674;c(-49.32602, -16.72699);155;108;c(-49.31674, -16.70378);131;113
74474047;-16,63276;-49,33753;74465526;-16,64605;-49,31396;c(-49.33753, -16.63276);196;182B;c(-49.31396, -16.64605);98;134B
74493360;-16,66530;-49,38270;74493260;-16,66480;-49,39044;c(-49.3827, -16.6653);148;177;c(-49.39044, -16.6648);148;177
74491716;-16,68128;-49,44035;74075040;-16,67690;-49,27340;c(-49.44035, -16.68128);108;212;c(-49.2734, -16.6769);316;21
74475704;-16,59064;-49,31786;74020010;-16,67355;-49,26372;c(-49.31786, -16.59064);199;188A;c(-49.26372, -16.67355);317;4
74370607;-16,72369;-49,35063;74363800;-16,72556;-49,31864;c(-49.35063, -16.72369);124;163;c(-49.31864, -16.72556);155;108
74280110;-16,72154;-49,27773;74865090;-16,72302;-49,22300;c(-49.27773, -16.72154);77;59;c(-49.223, -16.72302);244;93A
74670110;-16,63997;-49,24311;74703050;-16,66870;-49,20643;c(-49.24311, -16.63997);228;144B;c(-49.20643, -16.6687);336;85
74353500;-16,74643;-49,33134;74653230;-16,65691;-49,24768;c(-49.33134, -16.74643);158;106;c(-49.24768, -16.65691);286;77
74303170;-16,69851;-49,30813;74643010;-16,67221;-49,24993;c(-49.30813, -16.69851);165;114;c(-49.24993, -16.67221);293;29
74494098;-16,65696;-49,37854;74430420;-16,67115;-49,30694;c(-49.37854, -16.65696);148;177;c(-49.30694, -16.67115);170;125
74303110;-16,69753;-49,30295;74425030;-16,68421;-49,31042;c(-49.30295, -16.69753);181;115;c(-49.31042, -16.68421);182;120
74465160;-16,64677;-49,33058;74180090;-16,70408;-49,26197;c(-49.33058, -16.64677);110;133;c(-49.26197, -16.70408);309;13
74330090;-16,71562;-49,31243;74371580;-16,73283;-49,35239;c(-49.31243, -16.71562);131;113;c(-49.35239, -16.73283);128;159
74420180;-16,67591;-49,31936;74310210;-16,70374;-49,30066;c(-49.31936, -16.67591);172;118;c(-49.30066, -16.70374);125;112
74580870;-16,64596;-49,30010;74670040;-16,64692;-49,24878;c(-49.3001, -16.64596);113;131A;c(-49.24878, -16.64692);228;144B
74543390;-16,66985;-49,28007;74550185;-16,66977;-49,28564;c(-49.28007, -16.66985);90;69;c(-49.28564, -16.66977);91;68
74893020;-16,75154;-49,20557;74030020;-16,67829;-49,25108;c(-49.20557, -16.75154);240;2131;c(-49.25108, -16.67829);296;6
74481560;-16,59363;-49,33342;74666003;-16,61835;-49,26325;c(-49.33342, -16.59363);209;187;c(-49.26325, -16.61835);347;193B
74354855;-16,75319;-49,34146;74030075;-16,67909;-49,25640;c(-49.34146, -16.75319);128;159;c(-49.2564, -16.67909);297;2
74525050;-16,67600;-49,29252;74510040;-16,67272;-49,29414;c(-49.29252, -16.676);167;64;c(-49.29414, -16.67272);167;64
74455520;-16,67248;-49,33397;74476060;-16,61074;-49,34699;c(-49.33397, -16.67248);139;173;c(-49.34699, -16.61074);200;184
74605080;-16,67217;-49,24599;74550030;-16,66913;-49,28457;c(-49.24599, -16.67217);295;31;c(-49.28457, -16.66913);91;68
74730140;-16,69304;-49,21361;74063300;-16,66061;-49,25959;c(-49.21361, -16.69304);252;89;c(-49.25959, -16.66061);321;26
74255130;-16,72535;-49,29319;74333230;-16,71872;-49,30721;c(-49.29319, -16.72535);162;110;c(-49.30721, -16.71872);161;109
74465531;-16,64263;-49,31922;74523320;-16,66279;-49,29124;c(-49.31922, -16.64263);117;134A;c(-49.29124, -16.66279);188;67
74483002;-16,69439;-49,37516;74013020;-16,67798;-49,25898;c(-49.37516, -16.69439);145;170;c(-49.25898, -16.67798);297;2
74843510;-16,73400;-49,29054;74583350;-16,63937;-49,31489;c(-49.29054, -16.734);76;100;c(-49.31489, -16.63937);99;135A
74553400;-16,66001;-49,28410;74315200;-16,70250;-49,30957;c(-49.2841, -16.66001);92;71;c(-49.30957, -16.7025);165;114
74693027;-16,55539;-49,26923;74013030;-16,67866;-49,26052;c(-49.26923, -16.55539);78;201;c(-49.26052, -16.67866);298;3
74265210;-16,70043;-49,28621;74160010;-16,70880;-49,26502;c(-49.28621, -16.70043);88;52;c(-49.26502, -16.7088);249;49
74055070;-16,66696;-49,25682;74823250;-16,71853;-49,25818;c(-49.25682, -16.66696);300;24;c(-49.25818, -16.71853);242;42
74115050;-16,68774;-49,27749;74275020;-16,71904;-49,28519;c(-49.27749, -16.68774);308;19;c(-49.28519, -16.71904);77;59
74893793;-16,74607;-49,19316;74605050;-16,67621;-49,24730;c(-49.19316, -16.74607);330;96A;c(-49.2473, -16.67621);295;31
74890350;-16,74743;-49,20134;74885090;-16,74368;-49,20931;c(-49.20134, -16.74743);330;96A;c(-49.20931, -16.74368);328;95
74375300;-16,69870;-49,32245;74853120;-16,72959;-49,25896;c(-49.32245, -16.6987);138;161A;c(-49.25896, -16.72959);267;2162
74403010;-16,68029;-49,30305;74415420;-16,69134;-49,31524;c(-49.30305, -16.68029);171;123;c(-49.31524, -16.69134);166;117
74474336;-16,60411;-49,31066;74515030;-16,67413;-49,29578;c(-49.31066, -16.60411);211;188B;c(-49.29578, -16.67413);167;64
74391760;-16,70146;-49,34084;74484150;-16,70246;-49,35921;c(-49.34084, -16.70146);135;166;c(-49.35921, -16.70246);135;166
74495300;-16,67982;-49,38153;74030090;-16,67924;-49,25428;c(-49.38153, -16.67982);147;172A;c(-49.25428, -16.67924);296;6
74494400;-16,69524;-49,40412;74465460;-16,64407;-49,33107;c(-49.40412, -16.69524);107;171;c(-49.33107, -16.64407);110;133
74475704;-16,59064;-49,31786;74020010;-16,67355;-49,26372;c(-49.31786, -16.59064);199;188A;c(-49.26372, -16.67355);317;4
74477036;-16,60523;-49,34923;74475820;-16,60579;-49,32770;c(-49.34923, -16.60523);202;198A;c(-49.3277, -16.60579);210;189
74487200;-16,70016;-49,37670;74180040;-16,70186;-49,26387;c(-49.3767, -16.70016);126;165B;c(-49.26387, -16.70186);309;13
74735410;-16,68878;-49,20086;74180140;-16,70040;-49,25969;c(-49.20086, -16.68878);252;89;c(-49.25969, -16.7004);309;13
74020170;-16,67899;-49,25586;74180090;-16,70408;-49,26197;c(-49.25586, -16.67899);296;6;c(-49.26197, -16.70408);309;13
74840600;-16,74061;-49,28164;74860270;-16,73649;-49,22551;c(-49.28164, -16.74061);70;101;c(-49.22551, -16.73649);248;94B
74353170;-16,74963;-49,33111;74884537;-16,70187;-49,20492;c(-49.33111, -16.74963);159;230A;c(-49.20492, -16.70187);258;90B
74485030;-16,68832;-49,33316;74492025;-16,68356;-49,34624;c(-49.33316, -16.68832);173;168;c(-49.34624, -16.68356);136;169
74455210;-16,66949;-49,33412;74450100;-16,66291;-49,32442;c(-49.33412, -16.66949);139;173;c(-49.32442, -16.66291);168;174
74394440;-16,72837;-49,40257;74605070;-16,68070;-49,24776;c(-49.40257, -16.72837);102;210A;c(-49.24776, -16.6807);287;30
74655035;-16,65107;-49,25437;74884537;-16,70187;-49,20492;c(-49.25437, -16.65107);284;76;c(-49.20492, -16.70187);258;90B
74770080;-16,66494;-49,18504;74884537;-16,70187;-49,20492;c(-49.18504, -16.66494);332;156;c(-49.20492, -16.70187);258;90B
74770080;-16,66494;-49,18504;74884537;-16,70187;-49,20492;c(-49.18504, -16.66494);332;156;c(-49.20492, -16.70187);258;90B
74603190;-16,68250;-49,24676;74884537;-16,70187;-49,20492;c(-49.24676, -16.6825);289;33;c(-49.20492, -16.70187);258;90B
74413120;-16,69044;-49,30432;74573260;-16,63519;-49,28269;c(-49.30432, -16.69044);182;120;c(-49.28269, -16.63519);235;139
74715600;-16,68596;-49,21686;74884537;-16,70187;-49,20492;c(-49.21686, -16.68596);253;87;c(-49.20492, -16.70187);258;90B
74475250;-16,60506;-49,31980;74445190;-16,65211;-49,31761;c(-49.3198, -16.60506);199;188A;c(-49.31761, -16.65211);112;131B
74891060;-16,73790;-49,17959;74085190;-16,69099;-49,24942;c(-49.17959, -16.7379);329;96B;c(-49.24942, -16.69099);283;10
74303060;-16,69327;-49,30789;74140140;-16,69164;-49,27656;c(-49.30789, -16.69327);181;115;c(-49.27656, -16.69164);83;51
74650060;-16,65539;-49,24393;74650300;-16,65704;-49,24763;c(-49.24393, -16.65539);286;77;c(-49.24763, -16.65704);286;77
74083370;-16,68878;-49,24964;74884537;-16,70187;-49,20492;c(-49.24964, -16.68878);283;10;c(-49.20492, -16.70187);258;90B
74815420;-16,71002;-49,24325;74884537;-16,70187;-49,20492;c(-49.24325, -16.71002);246;38;c(-49.20492, -16.70187);258;90B
74330070;-16,71697;-49,31429;74884537;-16,70187;-49,20492;c(-49.31429, -16.71697);131;113;c(-49.20492, -16.70187);258;90B
74850480;-16,72551;-49,23980;74015080;-16,68118;-49,26352;c(-49.2398, -16.72551);278;92B;c(-49.26352, -16.68118);304;17
74703060;-16,67208;-49,21567;74884537;-16,70187;-49,20492;c(-49.21567, -16.67208);263;84;c(-49.20492, -16.70187);258;90B
74475057;-16,61442;-49,33011;74475115;-16,62948;-49,32823;c(-49.33011, -16.61442);210;189;c(-49.32823, -16.62948);212;183
74475219;-16,61872;-49,32065;74475115;-16,62948;-49,32823;c(-49.32065, -16.61872);210;189;c(-49.32823, -16.62948);212;183
74403010;-16,68029;-49,30305;74475115;-16,62948;-49,32823;c(-49.30305, -16.68029);171;123;c(-49.32823, -16.62948);212;183
74580415;-16,64501;-49,29984;74475115;-16,62948;-49,32823;c(-49.29984, -16.64501);113;131A;c(-49.32823, -16.62948);212;183
74463230;-16,64794;-49,33206;74475115;-16,62948;-49,32823;c(-49.33206, -16.64794);110;133;c(-49.32823, -16.62948);212;183
74323133;-16,69563;-49,31907;74280290;-16,72193;-49,27414;c(-49.31907, -16.69563);165;114;c(-49.27414, -16.72193);274;97
74465190;-16,64855;-49,32709;74475115;-16,62948;-49,32823;c(-49.32709, -16.64855);110;133;c(-49.32823, -16.62948);212;183
74475082;-16,61962;-49,33136;74425030;-16,68421;-49,31042;c(-49.33136, -16.61962);210;189;c(-49.31042, -16.68421);182;120
74483008;-16,69555;-49,37498;74475115;-16,62948;-49,32823;c(-49.37498, -16.69555);145;170;c(-49.32823, -16.62948);212;183
74474317;-16,60540;-49,31638;74475115;-16,62948;-49,32823;c(-49.31638, -16.6054);211;188B;c(-49.32823, -16.62948);212;183
74055160;-16,66912;-49,25658;74888118;-16,70465;-49,19774;c(-49.25658, -16.66912);300;24;c(-49.19774, -16.70465);247;206B
74850510;-16,72781;-49,23756;74210025;-16,70629;-49,28199;c(-49.23756, -16.72781);278;92B;c(-49.28199, -16.70629);87;53
74685490;-16,61908;-49,25511;74180140;-16,70040;-49,25969;c(-49.25511, -16.61908);345;147;c(-49.25969, -16.7004);309;13
74740310;-16,69447;-49,20214;74884537;-16,70187;-49,20492;c(-49.20214, -16.69447);252;89;c(-49.20492, -16.70187);258;90B
74684100;-16,60054;-49,20416;74884537;-16,70187;-49,20492;c(-49.20416, -16.60054);340;203B;c(-49.20492, -16.70187);258;90B
74474309;-16,61082;-49,31809;74884537;-16,70187;-49,20492;c(-49.31809, -16.61082);210;189;c(-49.20492, -16.70187);258;90B
74230050;-16,71975;-49,26920;74884900;-16,70300;-49,22721;c(-49.2692, -16.71975);272;48;c(-49.22721, -16.703);325;90C
74353170;-16,74963;-49,33111;74884537;-16,70187;-49,20492;c(-49.33111, -16.74963);159;230A;c(-49.20492, -16.70187);258;90B
74481710;-16,62363;-49,34686;74420150;-16,67681;-49,31891;c(-49.34686, -16.62363);201;182A;c(-49.31891, -16.67681);172;118
74766120;-16,66786;-49,18150;74605020;-16,68275;-49,24685;c(-49.1815, -16.66786);332;156;c(-49.24685, -16.68275);289;33
74730280;-16,68864;-49,20959;74070160;-16,67063;-49,27177;c(-49.20959, -16.68864);252;89;c(-49.27177, -16.67063);316;21
74685520;-16,61957;-49,25641;74681210;-16,60911;-49,20190;c(-49.25641, -16.61957);347;193B;c(-49.2019, -16.60911);358;150A
74330110;-16,71678;-49,31179;74150130;-16,70088;-49,26649;c(-49.31179, -16.71678);131;113;c(-49.26649, -16.70088);303;14
74493730;-16,65971;-49,39697;74083300;-16,69016;-49,25721;c(-49.39697, -16.65971);148;177;c(-49.25721, -16.69016);310;9
74255130;-16,72535;-49,29319;74333230;-16,71872;-49,30721;c(-49.29319, -16.72535);162;110;c(-49.30721, -16.71872);161;109
74483604;-16,68892;-49,34726;74366016;-16,71774;-49,32891;c(-49.34726, -16.68892);136;169;c(-49.32891, -16.71774);127;160B
74520020;-16,66589;-49,29194;74510010;-16,67204;-49,29392;c(-49.29194, -16.66589);194;66;c(-49.29392, -16.67204);167;64
74786450;-16,64325;-49,18038;74670300;-16,64477;-49,24543;c(-49.18038, -16.64325);234;154B;c(-49.24543, -16.64477);228;144B
74353210;-16,74733;-49,32793;74884537;-16,70187;-49,20492;c(-49.32793, -16.74733);158;106;c(-49.20492, -16.70187);258;90B
74356036;-16,79217;-49,37991;74345090;-16,74647;-49,30225;c(-49.37991, -16.79217);13;158A;c(-49.30225, -16.74647);152;102
74340265;-16,72295;-49,30856;74063360;-16,66042;-49,25876;c(-49.30856, -16.72295);161;109;c(-49.25876, -16.66042);321;26
74610155;-16,68207;-49,23846;74180150;-16,69959;-49,25991;c(-49.23846, -16.68207);289;33;c(-49.25991, -16.69959);309;13
74684235;-16,60017;-49,21178;74140150;-16,69168;-49,27788;c(-49.21178, -16.60017);340;203B;c(-49.27788, -16.69168);83;51
74393415;-16,73418;-49,36724;74485450;-16,68559;-49,32718;c(-49.36724, -16.73418);142;164A;c(-49.32718, -16.68559);173;168
74483380;-16,69344;-49,35920;74840670;-16,74102;-49,28037;c(-49.3592, -16.69344);136;169;c(-49.28037, -16.74102);70;101
74823120;-16,71250;-49,25823;74303220;-16,70298;-49,30559;c(-49.25823, -16.7125);242;42;c(-49.30559, -16.70298);181;115
74823160;-16,71336;-49,25595;74805160;-16,69139;-49,24418;c(-49.25595, -16.71336);242;42;c(-49.24418, -16.69139);283;10
74820350;-16,71282;-49,25063;74884537;-16,70187;-49,20492;c(-49.25063, -16.71282);241;41;c(-49.20492, -16.70187);258;90B
74780520;-16,65458;-49,18766;74780500;-16,65893;-49,18947;c(-49.18766, -16.65458);239;154A;c(-49.18947, -16.65893);239;154A
74690885;-16,59659;-49,26228;74075220;-16,67706;-49,27349;c(-49.26228, -16.59659);348;195;c(-49.27349, -16.67706);316;21
74255060;-16,72560;-49,29548;74360210;-16,72688;-49,32267;c(-49.29548, -16.7256);162;110;c(-49.32267, -16.72688);154;107
74843555;-16,74613;-49,30296;74275170;-16,71779;-49,28482;c(-49.30296, -16.74613);152;102;c(-49.28482, -16.71779);77;59
74684026;-16,60307;-49,21668;74884537;-16,70187;-49,20492;c(-49.21668, -16.60307);340;203B;c(-49.20492, -16.70187);258;90B
74303040;-16,69930;-49,30568;74303010;-16,70819;-49,30829;c(-49.30568, -16.6993);181;115;c(-49.30829, -16.70819);131;113
74675080;-16,62602;-49,22531;74884537;-16,70187;-49,20492;c(-49.22531, -16.62602);341;149C;c(-49.20492, -16.70187);258;90B
74780310;-16,65107;-49,19692;74884537;-16,70187;-49,20492;c(-49.19692, -16.65107);239;154A;c(-49.20492, -16.70187);258;90B
74495740;-16,68296;-49,37633;74493760;-16,68524;-49,38468;c(-49.37633, -16.68296);146;172B;c(-49.38468, -16.68524);145;170
74650100;-16,65469;-49,24418;74775027;-16,64833;-49,21163;c(-49.24418, -16.65469);286;77;c(-49.21163, -16.64833);238;153
74563040;-16,65375;-49,26890;74655380;-16,65347;-49,25227;c(-49.2689, -16.65375);230;74;c(-49.25227, -16.65347);284;76
74180020;-16,70316;-49,25619;74270230;-16,70764;-49,28458;c(-49.25619, -16.70316);309;13;c(-49.28458, -16.70764);87;53
74740590;-16,69461;-49,20458;74884115;-16,69943;-49,22607;c(-49.20458, -16.69461);252;89;c(-49.22607, -16.69943);255;90A
74485766;-16,64125;-49,38196;74000000;-16,81463;-49,42526;c(-49.38196, -16.64125);116;178;c(-49.42526, -16.81463);39;250B
74370220;-16,72363;-49,33202;74690900;-16,61139;-49,26831;c(-49.33202, -16.72363);151;160A;c(-49.26831, -16.61139);349;193A
74350650;-16,74222;-49,30940;74055110;-16,66740;-49,25813;c(-49.3094, -16.74222);157;104;c(-49.25813, -16.6674);300;24
74360470;-16,73167;-49,32216;74055110;-16,66740;-49,25813;c(-49.32216, -16.73167);154;107;c(-49.25813, -16.6674);300;24
74665580;-16,62072;-49,25044;74055110;-16,66740;-49,25813;c(-49.25044, -16.62072);345;147;c(-49.25813, -16.6674);300;24
74785700;-16,63847;-49,18816;74055110;-16,66740;-49,25813;c(-49.18816, -16.63847);239;154A;c(-49.25813, -16.6674);300;24
74355525;-16,78276;-49,36705;74055110;-16,66740;-49,25813;c(-49.36705, -16.78276);13;158A;c(-49.25813, -16.6674);300;24
74356044;-16,79393;-49,37808;74055110;-16,66740;-49,25813;c(-49.37808, -16.79393);13;158A;c(-49.25813, -16.6674);300;24
74640110;-16,66643;-49,24272;74055110;-16,66740;-49,25813;c(-49.24272, -16.66643);293;29;c(-49.25813, -16.6674);300;24
74530400;-16,68450;-49,29168;74530430;-16,68050;-49,29234;c(-49.29168, -16.6845);184;61;c(-49.29234, -16.6805);184;61
74473700;-16,63290;-49,32365;74310310;-16,70877;-49,29941;c(-49.32365, -16.6329);212;183;c(-49.29941, -16.70877);125;112
74693161;-16,54190;-49,27064;74685660;-16,61707;-49,23965;c(-49.27064, -16.5419);78;201;c(-49.23965, -16.61707);345;147
74357651;-16,79596;-49,36368;74115060;-16,68769;-49,27693;c(-49.36368, -16.79596);47;208A;c(-49.27693, -16.68769);308;19
74356230;-16,75132;-49,37634;74223060;-16,70831;-49,27228;c(-49.37634, -16.75132);142;164A;c(-49.27228, -16.70831);260;57
74354832;-16,82340;-49,37336;74820100;-16,72093;-49,25279;c(-49.37336, -16.8234);48;208B;c(-49.25279, -16.72093);266;44
74860615;-16,73774;-49,22001;74884537;-16,70187;-49,20492;c(-49.22001, -16.73774);248;94B;c(-49.20492, -16.70187);258;90B
74663520;-16,64171;-49,25595;74685550;-16,61792;-49,24958;c(-49.25595, -16.64171);233;143B;c(-49.24958, -16.61792);345;147
74356245;-16,75331;-49,37541;74884537;-16,70187;-49,20492;c(-49.37541, -16.75331);142;164A;c(-49.20492, -16.70187);258;90B
74780450;-16,65632;-49,19299;74884537;-16,70187;-49,20492;c(-49.19299, -16.65632);239;154A;c(-49.20492, -16.70187);258;90B
74485694;-16,63623;-49,38579;74884537;-16,70187;-49,20492;c(-49.38579, -16.63623);116;178;c(-49.20492, -16.70187);258;90B
74480380;-16,62175;-49,34281;74884537;-16,70187;-49,20492;c(-49.34281, -16.62175);212;183;c(-49.20492, -16.70187);258;90B
74885030;-16,74004;-49,21039;74884537;-16,70187;-49,20492;c(-49.21039, -16.74004);328;95;c(-49.20492, -16.70187);258;90B
74520030;-16,66580;-49,29249;74884537;-16,70187;-49,20492;c(-49.29249, -16.6658);194;66;c(-49.20492, -16.70187);258;90B
74580230;-16,65136;-49,29992;74140020;-16,69149;-49,27123;c(-49.29992, -16.65136);120;137;c(-49.27123, -16.69149);305;16
74356032;-16,78870;-49,37716;74884537;-16,70187;-49,20492;c(-49.37716, -16.7887);13;158A;c(-49.20492, -16.70187);258;90B
74353170;-16,74963;-49,33111;74884537;-16,70187;-49,20492;c(-49.33111, -16.74963);159;230A;c(-49.20492, -16.70187);258;90B
74715600;-16,68596;-49,21686;74055110;-16,66740;-49,25813;c(-49.21686, -16.68596);253;87;c(-49.25813, -16.6674);300;24
74180070;-16,70341;-49,25629;74055110;-16,66740;-49,25813;c(-49.25629, -16.70341);309;13;c(-49.25813, -16.6674);300;24
74355503;-16,77751;-49,35891;74884537;-16,70187;-49,20492;c(-49.35891, -16.77751);13;158A;c(-49.20492, -16.70187);258;90B
74845370;-16,72120;-49,24452;74884537;-16,70187;-49,20492;c(-49.24452, -16.7212);280;39;c(-49.20492, -16.70187);258;90B
74823460;-16,72100;-49,26084;74045020;-16,67076;-49,26361;c(-49.26084, -16.721);276;47;c(-49.26361, -16.67076);319;23
74890390;-16,74698;-49,20195;74884537;-16,70187;-49,20492;c(-49.20195, -16.74698);330;96A;c(-49.20492, -16.70187);258;90B
74603140;-16,68444;-49,24608;74884537;-16,70187;-49,20492;c(-49.24608, -16.68444);289;33;c(-49.20492, -16.70187);258;90B
74786441;-16,64628;-49,18154;74884900;-16,70300;-49,22721;c(-49.18154, -16.64628);234;154B;c(-49.22721, -16.703);325;90C
74115060;-16,68769;-49,27693;74170060;-16,69637;-49,26261;c(-49.27693, -16.68769);308;19;c(-49.26261, -16.69637);303;14
74355527;-16,78316;-49,36485;74690900;-16,61139;-49,26831;c(-49.36485, -16.78316);13;158A;c(-49.26831, -16.61139);349;193A
74681450;-16,62140;-49,19765;74055110;-16,66740;-49,25813;c(-49.19765, -16.6214);361;150C;c(-49.25813, -16.6674);300;24
74593250;-16,62361;-49,28373;74063330;-16,66056;-49,25719;c(-49.28373, -16.62361);75;192;c(-49.25719, -16.66056);312;27B
74354810;-16,81662;-49,37313;74325100;-16,71473;-49,31520;c(-49.37313, -16.81662);48;208B;c(-49.3152, -16.71473);131;113
74610130;-16,68145;-49,24257;74083010;-16,68282;-49,25826;c(-49.24257, -16.68145);289;33;c(-49.25826, -16.68282);310;9
74715410;-16,69428;-49,22555;74563140;-16,65216;-49,27054;c(-49.22555, -16.69428);251;88;c(-49.27054, -16.65216);230;74
74692020;-16,56965;-49,27655;74810100;-16,71088;-49,24312;c(-49.27655, -16.56965);78;201;c(-49.24312, -16.71088);246;38
74330010;-16,72281;-49,31836;74843060;-16,73530;-49,28263;c(-49.31836, -16.72281);155;108;c(-49.28263, -16.7353);76;100
74823110;-16,71223;-49,25845;74823440;-16,72089;-49,26236;c(-49.25845, -16.71223);242;42;c(-49.26236, -16.72089);276;47
74740628;-16,69342;-49,19960;74000000;-16,81463;-49,42526;c(-49.1996, -16.69342);252;89;c(-49.42526, -16.81463);39;250B
74030090;-16,67924;-49,25428;74010010;-16,67889;-49,26314;c(-49.25428, -16.67924);296;6;c(-49.26314, -16.67889);299;18
74655030;-16,65548;-49,25531;74635055;-16,66874;-49,24457;c(-49.25531, -16.65548);284;76;c(-49.24457, -16.66874);293;29
74350040;-16,74705;-49,30662;74305440;-16,69487;-49,29708;c(-49.30662, -16.74705);157;104;c(-49.29708, -16.69487);180;116
74685350;-16,61653;-49,25711;74020040;-16,67192;-49,25519;c(-49.25711, -16.61653);345;147;c(-49.25519, -16.67192);318;5
74495536;-16,68090;-49,38838;74530020;-16,68708;-49,29332;c(-49.38838, -16.6809);147;172A;c(-49.29332, -16.68708);185;121
74255110;-16,72432;-49,29472;74230030;-16,72004;-49,26780;c(-49.29472, -16.72432);162;110;c(-49.2678, -16.72004);272;48
74672620;-16,63824;-49,23610;74670040;-16,64692;-49,24878;c(-49.2361, -16.63824);354;144C;c(-49.24878, -16.64692);228;144B
74815460;-16,71324;-49,24141;74150020;-16,70255;-49,26905;c(-49.24141, -16.71324);246;38;c(-49.26905, -16.70255);306;50
74080140;-16,68375;-49,25908;74003010;-16,68195;-49,25860;c(-49.25908, -16.68375);310;9;c(-49.2586, -16.68195);310;9
74786005;-16,65538;-49,18571;74140150;-16,69168;-49,27788;c(-49.18571, -16.65538);234;154B;c(-49.27788, -16.69168);83;51
74485450;-16,68559;-49,32718;74485381;-16,68508;-49,32797;c(-49.32718, -16.68559);173;168;c(-49.32797, -16.68508);173;168
74523540;-16,65804;-49,29045;74884120;-16,69770;-49,22740;c(-49.29045, -16.65804);189;70;c(-49.2274, -16.6977);255;90A
74215005;-16,70638;-49,29003;74080320;-16,69021;-49,26083;c(-49.29003, -16.70638);183;54;c(-49.26083, -16.69021);310;9
74375150;-16,70332;-49,33113;74343010;-16,74291;-49,30773;c(-49.33113, -16.70332);138;161A;c(-49.30773, -16.74291);157;104
74645190;-16,66725;-49,24986;74765480;-16,66292;-49,19152;c(-49.24986, -16.66725);293;29;c(-49.19152, -16.66292);335;155
74770150;-16,66376;-49,18397;74884115;-16,69943;-49,22607;c(-49.18397, -16.66376);332;156;c(-49.22607, -16.69943);255;90A
74150100;-16,69477;-49,26912;74030090;-16,67924;-49,25428;c(-49.26912, -16.69477);307;15;c(-49.25428, -16.67924);296;6
74610240;-16,68204;-49,24076;74615060;-16,67285;-49,23188;c(-49.24076, -16.68204);289;33;c(-49.23188, -16.67285);291;81
74605100;-16,67347;-49,24725;74884120;-16,69770;-49,22740;c(-49.24725, -16.67347);287;30;c(-49.2274, -16.6977);255;90A
74770080;-16,66494;-49,18504;74884115;-16,69943;-49,22607;c(-49.18504, -16.66494);332;156;c(-49.22607, -16.69943);255;90A
74357651;-16,79596;-49,36368;74884115;-16,69943;-49,22607;c(-49.36368, -16.79596);47;208A;c(-49.22607, -16.69943);255;90A
74820350;-16,71282;-49,25063;74884115;-16,69943;-49,22607;c(-49.25063, -16.71282);241;41;c(-49.22607, -16.69943);255;90A
74715240;-16,69295;-49,22596;74884115;-16,69943;-49,22607;c(-49.22596, -16.69295);251;88;c(-49.22607, -16.69943);255;90A
74615290;-16,67954;-49,23356;74884115;-16,69943;-49,22607;c(-49.23356, -16.67954);291;81;c(-49.22607, -16.69943);255;90A
74650330;-16,65818;-49,24053;74884115;-16,69943;-49,22607;c(-49.24053, -16.65818);286;77;c(-49.22607, -16.69943);255;90A
74785150;-16,64653;-49,18223;74884115;-16,69943;-49,22607;c(-49.18223, -16.64653);234;154B;c(-49.22607, -16.69943);255;90A
74720250;-16,68936;-49,21949;74884115;-16,69943;-49,22607;c(-49.21949, -16.68936);253;87;c(-49.22607, -16.69943);255;90A
74494405;-16,69487;-49,40429;74884115;-16,69943;-49,22607;c(-49.40429, -16.69487);107;171;c(-49.22607, -16.69943);255;90A
74355456;-16,79627;-49,36298;74884115;-16,69943;-49,22607;c(-49.36298, -16.79627);47;208A;c(-49.22607, -16.69943);255;90A
74393505;-16,73268;-49,36443;74884115;-16,69943;-49,22607;c(-49.36443, -16.73268);142;164A;c(-49.22607, -16.69943);255;90A
74481165;-16,61298;-49,33353;74884115;-16,69943;-49,22607;c(-49.33353, -16.61298);209;187;c(-49.22607, -16.69943);255;90A
74770130;-16,66503;-49,18470;74884115;-16,69943;-49,22607;c(-49.1847, -16.66503);332;156;c(-49.22607, -16.69943);255;90A
74693163;-16,54686;-49,26927;74884115;-16,69943;-49,22607;c(-49.26927, -16.54686);78;201;c(-49.22607, -16.69943);255;90A
74620375;-16,66871;-49,22448;74884115;-16,69943;-49,22607;c(-49.22448, -16.66871);262;83;c(-49.22607, -16.69943);255;90A
