CEP;LAT;LOG
74390663;-16,72475;-49,37712
74390665;-16,72229;-49,37623
74390668;-16,72247;-49,37611
74390669;-16,72112;-49,37761
74390690;-16,72162;-49,38121
74390700;-16,72420;-49,37441
74390710;-16,72492;-49,38204
74390750;-16,72345;-49,37520
74390770;-16,72437;-49,37403
74390841;-16,71309;-49,38083
74390847;-16,71293;-49,38211
74390856;-16,71370;-49,38172
74391010;-16,71416;-49,36913
74391015;-16,71468;-49,36818
74391020;-16,71505;-49,36718
74391030;-16,71631;-49,36955
74391040;-16,71479;-49,36534
74391050;-16,71625;-49,36887
74391060;-16,71667;-49,36757
74391070;-16,71531;-49,36719
74391075;-16,71694;-49,37058
74391080;-16,71527;-49,37031
74391090;-16,71527;-49,36992
74391100;-16,71491;-49,36956
74391110;-16,71537;-49,36762
74391120;-16,71464;-49,36885
74391130;-16,71661;-49,36846
74391140;-16,71611;-49,36805
74391150;-16,71564;-49,36663
74391160;-16,71676;-49,36597
74391170;-16,71498;-49,37024
74391180;-16,71591;-49,37076
74391190;-16,71601;-49,37017
74391200;-16,71368;-49,36884
74391220;-16,71652;-49,36822
74391230;-16,71695;-49,36702
74391240;-16,72077;-49,37586
74391250;-16,71899;-49,37566
74391260;-16,72077;-49,37540
74391270;-16,72122;-49,37421
74391275;-16,71926;-49,37472
74391280;-16,72069;-49,37345
74391285;-16,71915;-49,37402
74391290;-16,72096;-49,37466
74391291;-16,72139;-49,37428
74391310;-16,71947;-49,37379
74391320;-16,72012;-49,37359
74391340;-16,72094;-49,37328
74391350;-16,72016;-49,37488
74391360;-16,71995;-49,37469
74391410;-16,71512;-49,37637
74391420;-16,70744;-49,37039
74391430;-16,71364;-49,37063
74391450;-16,71578;-49,37178
74391460;-16,71570;-49,37261
74391470;-16,71542;-49,37421
74391480;-16,71517;-49,37165
74391500;-16,70830;-49,37182
74391510;-16,71548;-49,37386
74391520;-16,70950;-49,37167
74391530;-16,70607;-49,36894
74391550;-16,69769;-49,34059
74391570;-16,69949;-49,34076
74391580;-16,70082;-49,34156
74391599;-16,70042;-49,34171
74391610;-16,70066;-49,34164
74391630;-16,69960;-49,34102
74391640;-16,70000;-49,33964
74391650;-16,69650;-49,34057
74391660;-16,69619;-49,34051
74391670;-16,69623;-49,33981
74391710;-16,70265;-49,34108
74391720;-16,70257;-49,34068
74391730;-16,70200;-49,34090
74391760;-16,70146;-49,34084
74391770;-16,70120;-49,34141
74391780;-16,70123;-49,34034
74391800;-16,71284;-49,36472
74391815;-16,71366;-49,36339
74391820;-16,71320;-49,36401
74391825;-16,71307;-49,36446
74391830;-16,71256;-49,36491
74391835;-16,71147;-49,36364
74391840;-16,71188;-49,36419
74391845;-16,71382;-49,36325
74392010;-16,72793;-49,35852
74392020;-16,72767;-49,36203
74392030;-16,72896;-49,36246
74392050;-16,72800;-49,36188
74392090;-16,72865;-49,36097
74392095;-16,72880;-49,36085
74392120;-16,70776;-49,36361
74392125;-16,71145;-49,36462
74392155;-16,70766;-49,36175
74393010;-16,71037;-49,35191
74393030;-16,71191;-49,35045
74393040;-16,71013;-49,34994
74393050;-16,71046;-49,35050
74393060;-16,71078;-49,35106
74393070;-16,71111;-49,35163
74393080;-16,71143;-49,35210
74393090;-16,71178;-49,35244
74393100;-16,71185;-49,35247
74393110;-16,71173;-49,35258
74393120;-16,71226;-49,35087
74393130;-16,71203;-49,34934
74393140;-16,71210;-49,34991
74393150;-16,71173;-49,35047
74393160;-16,71202;-49,35105
74393170;-16,71227;-49,35161
74393180;-16,71225;-49,35215
74393200;-16,71164;-49,35086
74393205;-16,70750;-49,34591
74393210;-16,70807;-49,34649
74393220;-16,70836;-49,34583
74393225;-16,70913;-49,34677
74393230;-16,70841;-49,34610
74393240;-16,70808;-49,34725
74393250;-16,71085;-49,34628
74393260;-16,71102;-49,34603
74393270;-16,71119;-49,34539
74393275;-16,71154;-49,34567
74393280;-16,71135;-49,34475
74393290;-16,71142;-49,34412
74393320;-16,71178;-49,34655
74393330;-16,71179;-49,34634
74393340;-16,71162;-49,34544
74393350;-16,71158;-49,34489
74393351;-16,71013;-49,35234
74393360;-16,73337;-49,37236
74393365;-16,73235;-49,36451
74393366;-16,73056;-49,36136
74393370;-16,72464;-49,36928
74393375;-16,73302;-49,36261
74393376;-16,73427;-49,35865
74393380;-16,72720;-49,36977
74393385;-16,73317;-49,36201
74393386;-16,73226;-49,35931
74393390;-16,72226;-49,37332
74393392;-16,73209;-49,36495
74393395;-16,73341;-49,36872
74393396;-16,73044;-49,35878
74393398;-16,73163;-49,36839
74393399;-16,73234;-49,36863
74393400;-16,73221;-49,37355
74393403;-16,73324;-49,36898
74393405;-16,73384;-49,35980
74393406;-16,73330;-49,35800
74393407;-16,73258;-49,36912
74393408;-16,73263;-49,36879
74393410;-16,72778;-49,37150
74393412;-16,72883;-49,37123
74393415;-16,73418;-49,36724
74393416;-16,73150;-49,35702
74393417;-16,73199;-49,36542
74393418;-16,73172;-49,36529
74393419;-16,72674;-49,37195
74393420;-16,72477;-49,37325
74393421;-16,73158;-49,36812
74393423;-16,72951;-49,36393
74393425;-16,73383;-49,35919
74393426;-16,73096;-49,35762
74393430;-16,72402;-49,36886
74393435;-16,73379;-49,35838
74393440;-16,72464;-49,37293
74393445;-16,73278;-49,35764
74393450;-16,72431;-49,37210
74393455;-16,73439;-49,35806
74393460;-16,72219;-49,37151
74393465;-16,73136;-49,35689
74393470;-16,72398;-49,37056
74393480;-16,72330;-49,37038
74393485;-16,73400;-49,36456
74393490;-16,72288;-49,36978
74393495;-16,73144;-49,36376
74393500;-16,72049;-49,36858
74393505;-16,73268;-49,36443
74393510;-16,72228;-49,36760
74393515;-16,73211;-49,36424
74393520;-16,72357;-49,36735
74393525;-16,73163;-49,36324
74393530;-16,72656;-49,37073
74393535;-16,73025;-49,36328
74393540;-16,72609;-49,36932
74393545;-16,72972;-49,36326
74393550;-16,72608;-49,36812
74393555;-16,73351;-49,36163
74393560;-16,72813;-49,36930
74393565;-16,73293;-49,36157
74393570;-16,72839;-49,36943
74393575;-16,73235;-49,36215
74393580;-16,72721;-49,37085
74393585;-16,73177;-49,36129
74393587;-16,72843;-49,37232
74393595;-16,73111;-49,36127
74393600;-16,73620;-49,37400
74393602;-16,73174;-49,37177
74393610;-16,72454;-49,37712
74393615;-16,72489;-49,37696
74393618;-16,72523;-49,37344
74393620;-16,72567;-49,37670
74393625;-16,72505;-49,37478
74393630;-16,72876;-49,37626
74393635;-16,73283;-49,37625
74393640;-16,73022;-49,37371
74393650;-16,73244;-49,37825
74393658;-16,72904;-49,37606
74393660;-16,73106;-49,37423
74393665;-16,72472;-49,37393
74393670;-16,72928;-49,37552
74393680;-16,73491;-49,37527
74393690;-16,72890;-49,37220
74393700;-16,73215;-49,37662
74393710;-16,73052;-49,37598
74393720;-16,73052;-49,37642
74393730;-16,73024;-49,37182
74393735;-16,72891;-49,36229
74393740;-16,73351;-49,37674
74393750;-16,73386;-49,37648
74393755;-16,72792;-49,35995
74393760;-16,73337;-49,37718
74393765;-16,72820;-49,36156
74393770;-16,73508;-49,37523
74393780;-16,73429;-49,37736
74393790;-16,73512;-49,37780
74393795;-16,72799;-49,35936
74393800;-16,73604;-49,37845
74393810;-16,73200;-49,37603
74393815;-16,73436;-49,37304
74393820;-16,73126;-49,37688
74393830;-16,73067;-49,37156
74394000;-16,73205;-49,37923
74394009;-16,73306;-49,37964
74394019;-16,73427;-49,38067
74394029;-16,73583;-49,38331
74394039;-16,73774;-49,38107
74394049;-16,73254;-49,37986
74394060;-16,73312;-49,38019
74394070;-16,73371;-49,38073
74394080;-16,73432;-49,38161
74394090;-16,73494;-49,38181
74394100;-16,73553;-49,38214
74394110;-16,73619;-49,38237
74394120;-16,73751;-49,38153
74394130;-16,73736;-49,38257
74394140;-16,73728;-49,38318
74394150;-16,73661;-49,38325
74394153;-16,72901;-49,37979
74394160;-16,73767;-49,38202
74394161;-16,72870;-49,37800
74394170;-16,73064;-49,37849
74394190;-16,73137;-49,37807
74394199;-16,73202;-49,37863
74394200;-16,72860;-49,41194
74394205;-16,72904;-49,41180
74394210;-16,72937;-49,41143
74394215;-16,73005;-49,41098
74394220;-16,73053;-49,41054
74394225;-16,73094;-49,41020
74394230;-16,73137;-49,40986
74394235;-16,73180;-49,40950
74394240;-16,73197;-49,40914
74394245;-16,73123;-49,40687
74394250;-16,73198;-49,40821
74394255;-16,73013;-49,41120
74394260;-16,73058;-49,41018
74394265;-16,73001;-49,40828
74394270;-16,73086;-49,40566
74394300;-16,73235;-49,40145
74394310;-16,73310;-49,40246
74394315;-16,73173;-49,40105
74394320;-16,73061;-49,40159
74394325;-16,73183;-49,40088
74394330;-16,73184;-49,40259
74394335;-16,73242;-49,40217
74394340;-16,73281;-49,40190
74394345;-16,73296;-49,40132
74394350;-16,72749;-49,40477
74394355;-16,72577;-49,40325
74394360;-16,72306;-49,40136
74394365;-16,72249;-49,39939
74394370;-16,72462;-49,39852
74394375;-16,72363;-49,39778
74394380;-16,72988;-49,39915
74394385;-16,72153;-49,39576
74394395;-16,71976;-49,39331
74394400;-16,72557;-49,40490
74394403;-16,72267;-49,40109
74394405;-16,72581;-49,40472
74394410;-16,72637;-49,40405
74394415;-16,72680;-49,40392
74394420;-16,72719;-49,40356
74394425;-16,72235;-49,39600
74394430;-16,72753;-49,40316
74394435;-16,72820;-49,40272
74394440;-16,72837;-49,40257
74394445;-16,72621;-49,39579
74394450;-16,72682;-49,39672
74394455;-16,72737;-49,39696
74394460;-16,72793;-49,39708
74394465;-16,72848;-49,39720
74394470;-16,72904;-49,39731
74394475;-16,72960;-49,39743
74394480;-16,72982;-49,39747
74394485;-16,73069;-49,39750
74394490;-16,73129;-49,39738
74394495;-16,73155;-49,39730
74394499;-16,73096;-49,39846
74394500;-16,72508;-49,40509
74394505;-16,72384;-49,40574
74394510;-16,72489;-49,40524
74394515;-16,72437;-49,40585
74394520;-16,72175;-49,40247
74394525;-16,72054;-49,40059
74394530;-16,72123;-49,40202
74394535;-16,72005;-49,40066
74394540;-16,71921;-49,39833
74394545;-16,71930;-49,39946
74394550;-16,71772;-49,39652
74394555;-16,71700;-49,39567
74394565;-16,72402;-49,40599
74394570;-16,72206;-49,40268
74394575;-16,72521;-49,40609
74394580;-16,72382;-49,40395
74394590;-16,72127;-49,40100
74394595;-16,71985;-49,39984
74394600;-16,71872;-49,39824
74394605;-16,72044;-49,39872
74394610;-16,71865;-49,39775
74394615;-16,71927;-49,39664
74394620;-16,71893;-49,39572
74394625;-16,71937;-49,39642
74394630;-16,71858;-49,39516
74394635;-16,71899;-49,39461
74394640;-16,71819;-49,39413
74394645;-16,71535;-49,39352
74394650;-16,71817;-49,39318
74394655;-16,71780;-49,39309
74394660;-16,71815;-49,39229
74394665;-16,71740;-49,39166
74394670;-16,71720;-49,39103
74394675;-16,71712;-49,39038
74394680;-16,71685;-49,38974
74394685;-16,71554;-49,39257
74394700;-16,74313;-49,37973
74394705;-16,73901;-49,37840
74394720;-16,73721;-49,37903
74394725;-16,73801;-49,38003
74394730;-16,73635;-49,37817
74394740;-16,73557;-49,37893
74394745;-16,73657;-49,38002
74394750;-16,74123;-49,38026
74394760;-16,74360;-49,37839
74394770;-16,74199;-49,37951
74394775;-16,74147;-49,37927
74394780;-16,74095;-49,38031
74394785;-16,74027;-49,38067
74394790;-16,73975;-49,38048
74394795;-16,73923;-49,38025
74394800;-16,73762;-49,37728
74394805;-16,73772;-49,37925
74394810;-16,73701;-49,37894
74394825;-16,73852;-49,37650
74394830;-16,73775;-49,37576
74394835;-16,73888;-49,37559
74394839;-16,73762;-49,37776
74394840;-16,71780;-49,36380
74394841;-16,71812;-49,36460
74394843;-16,72658;-49,36664
74395002;-16,71871;-49,36705
74395003;-16,72333;-49,36656
74395004;-16,71926;-49,36691
74395005;-16,72396;-49,36255
74395006;-16,72089;-49,36632
74395007;-16,72066;-49,36573
74395008;-16,71961;-49,36544
74395009;-16,72497;-49,36485
74395010;-16,72375;-49,36516
74395012;-16,72144;-49,36546
74395013;-16,72574;-49,36601
74395014;-16,72180;-49,36519
74395015;-16,72380;-49,36404
74395016;-16,72204;-49,36493
74395017;-16,72307;-49,36459
74395018;-16,72264;-49,36471
74395019;-16,72318;-49,36415
74395020;-16,72524;-49,36537
74395024;-16,71515;-49,36091
74395026;-16,71678;-49,36105
74395028;-16,71645;-49,36003
74395030;-16,71877;-49,36252
74395032;-16,71936;-49,36241
74395034;-16,71996;-49,36212
74395036;-16,72166;-49,36184
74395038;-16,72309;-49,36071
74395040;-16,72157;-49,36059
74395042;-16,72081;-49,36026
74395046;-16,72236;-49,36126
74395048;-16,72235;-49,36249
74395050;-16,72285;-49,35981
74395052;-16,72074;-49,35900
74395054;-16,71999;-49,35754
74395056;-16,72251;-49,35927
74395058;-16,72208;-49,35754
74395065;-16,71700;-49,35957
74395067;-16,71724;-49,35763
74395069;-16,71790;-49,35830
74395071;-16,71996;-49,35714
74395073;-16,71851;-49,35802
74395075;-16,72008;-49,35729
74395077;-16,72026;-49,35578
74395079;-16,72053;-49,35921
74395081;-16,71665;-49,35768
74395083;-16,71957;-49,35868
74395085;-16,71845;-49,35863
74395087;-16,71884;-49,35923
74395089;-16,71854;-49,35950
74395100;-16,72251;-49,36352
74395105;-16,72254;-49,36347
74395115;-16,72255;-49,36333
74395120;-16,71989;-49,36341
74395125;-16,71939;-49,36340
74395130;-16,72251;-49,36242
74395150;-16,72251;-49,36297
74395155;-16,72145;-49,36281
74395165;-16,71947;-49,36307
74395170;-16,71921;-49,36315
74395175;-16,72155;-49,36145
74395200;-16,72600;-49,35966
74395205;-16,72586;-49,35977
74395210;-16,72542;-49,36079
74395215;-16,72496;-49,35907
74395225;-16,72529;-49,35832
74395227;-16,72289;-49,36207
74395230;-16,72379;-49,36226
74395250;-16,73430;-49,36491
74395255;-16,73468;-49,36501
74395260;-16,73487;-49,35869
74395265;-16,73515;-49,35864
74395270;-16,73478;-49,36341
74395275;-16,73725;-49,36606
74395280;-16,73781;-49,36606
74395285;-16,73522;-49,36241
74395290;-16,73696;-49,36162
74395295;-16,73778;-49,36065
74395300;-16,73576;-49,36079
74395305;-16,73664;-49,35979
74395310;-16,73578;-49,36473
74395315;-16,73563;-49,36518
74395320;-16,73538;-49,36567
74395325;-16,73564;-49,36621
74395350;-16,73524;-49,36407
74395355;-16,73595;-49,36441
74395360;-16,73674;-49,36482
74395365;-16,73674;-49,36310
74395370;-16,73757;-49,36258
74395375;-16,73770;-49,36211
74395380;-16,73682;-49,36049
74395385;-16,73755;-49,36033
74395390;-16,73762;-49,35975
74395400;-16,72844;-49,36409
74395405;-16,72838;-49,36436
74395410;-16,72761;-49,36401
74395415;-16,72720;-49,36427
74395420;-16,72605;-49,36049
74395425;-16,72647;-49,36077
74395430;-16,72618;-49,36216
74395440;-16,72691;-49,36348
74395445;-16,72777;-49,36455
74395449;-16,72849;-49,36420
74395500;-16,75650;-49,37594
74395505;-16,75647;-49,37642
74395510;-16,75639;-49,37694
74395515;-16,75631;-49,37765
74395520;-16,75339;-49,37789
74395525;-16,75624;-49,37725
74395535;-16,75434;-49,37990
74395540;-16,75246;-49,38488
74395545;-16,75108;-49,38467
74395550;-16,74930;-49,37998
74395555;-16,74781;-49,38411
74395560;-16,74567;-49,38356
74395565;-16,74762;-49,38186
74395570;-16,74741;-49,38157
74395575;-16,74730;-49,38102
74395580;-16,74951;-49,38292
74395585;-16,74707;-49,37977
74395590;-16,74425;-49,38362
74395595;-16,74436;-49,38401
74395600;-16,74444;-49,38420
74395610;-16,75198;-49,38511
74395615;-16,75256;-49,37955
74395620;-16,75350;-49,37964
74395625;-16,75351;-49,38284
74395630;-16,75376;-49,38337
74395635;-16,74975;-49,38595
74395640;-16,75567;-49,38749
74395645;-16,75478;-49,38138
74395650;-16,75513;-49,38072
74395655;-16,75560;-49,38029
74395660;-16,75577;-49,37975
74395665;-16,75514;-49,37596
74395670;-16,75648;-49,37805
74395675;-16,75405;-49,38154
74395680;-16,75123;-49,37762
74395685;-16,75306;-49,38097
74395690;-16,75255;-49,38138
74395695;-16,75212;-49,38148
74395705;-16,75205;-49,38277
74395710;-16,75110;-49,38214
74395715;-16,75055;-49,38226
74395720;-16,75026;-49,38367
74395725;-16,74873;-49,38043
74395730;-16,74816;-49,38104
74395735;-16,75013;-49,38405
74395740;-16,74941;-49,38404
74395745;-16,74898;-49,38448
74395750;-16,74693;-49,38314
74395755;-16,74721;-49,38249
74395760;-16,74660;-49,38210
74395765;-16,74883;-49,38531
74395775;-16,74814;-49,38514
74395780;-16,74635;-49,38266
74395785;-16,74793;-49,38631
74395790;-16,74593;-49,38300
74395795;-16,74759;-49,38725
74395800;-16,74740;-49,38765
74395805;-16,74526;-49,38567
74395810;-16,74390;-49,38295
74395815;-16,74282;-49,38324
74395819;-16,74572;-49,38617
74396020;-16,72211;-49,38629
74403010;-16,68029;-49,30305
74403020;-16,67957;-49,30275
74403040;-16,67991;-49,30173
74403070;-16,67592;-49,29987
74403075;-16,68207;-49,29893
74403100;-16,67759;-49,30098
74403110;-16,68081;-49,30217
74403120;-16,68135;-49,30253
74403130;-16,67974;-49,30281
74403140;-16,68240;-49,30234
74403145;-16,68282;-49,29666
74403150;-16,67668;-49,30181
74403280;-16,67999;-49,30072
74405010;-16,68091;-49,30006
74405015;-16,68041;-49,30054
74405020;-16,68190;-49,29610
74405030;-16,68426;-49,29749
74405040;-16,68150;-49,29817
74405060;-16,67840;-49,29564
74405080;-16,67891;-49,30200
74405090;-16,68171;-49,30097
74405100;-16,67893;-49,29831
74405110;-16,68188;-49,29708
74405120;-16,68080;-49,29486
74405130;-16,68204;-49,29689
74405140;-16,68136;-49,29498
74405150;-16,68188;-49,29617
74405160;-16,68207;-49,29925
74405170;-16,68125;-49,29914
74405180;-16,68073;-49,29863
74405190;-16,68031;-49,29823
74405200;-16,68120;-49,29643
74405210;-16,68008;-49,30070
74410015;-16,68437;-49,29542
74410030;-16,68466;-49,29663
74410050;-16,68302;-49,29750
74410060;-16,68495;-49,29728
74410065;-16,68477;-49,29786
74410070;-16,68464;-49,29589
74410080;-16,68307;-49,29681
74410090;-16,68360;-49,29761
74410100;-16,68276;-49,29629
74410110;-16,68400;-49,29477
74410130;-16,68498;-49,29742
74410140;-16,68823;-49,29409
74410145;-16,68829;-49,29506
74410150;-16,68837;-49,29565
74410155;-16,68840;-49,29656
74410160;-16,68654;-49,29590
74410170;-16,68763;-49,29730
74410180;-16,68542;-49,29732
74410190;-16,68800;-49,29718
74410195;-16,68842;-49,29711
74410200;-16,68742;-49,29706
74410205;-16,68527;-49,29734
74410220;-16,68820;-49,29366
74413040;-16,68539;-49,30109
74413050;-16,68550;-49,29922
74413064;-16,69130;-49,30371
74413090;-16,68971;-49,30242
74413100;-16,69174;-49,30825
74413105;-16,69351;-49,31086
74413107;-16,69274;-49,31159
74413110;-16,69280;-49,30738
74413120;-16,69044;-49,30432
74413121;-16,68902;-49,30075
74413125;-16,68874;-49,30078
74413130;-16,68993;-49,30441
74413140;-16,68951;-49,30560
74413150;-16,69045;-49,30280
74413155;-16,68998;-49,30855
74413170;-16,69256;-49,30804
74413173;-16,69258;-49,30388
74413174;-16,69266;-49,30350
74413175;-16,69248;-49,30257
74413176;-16,69348;-49,30843
74413180;-16,68695;-49,29955
74413190;-16,68261;-49,30159
74413200;-16,68430;-49,29917
74413210;-16,68719;-49,30086
74413230;-16,68381;-49,29953
74413240;-16,68620;-49,29931
74413250;-16,68820;-49,29911
74413265;-16,68808;-49,29802
74413270;-16,68863;-49,29906
74413280;-16,68162;-49,30016
74413290;-16,68736;-49,29777
74413293;-16,68786;-49,29866
74413295;-16,68735;-49,29769
74413300;-16,68585;-49,29920
74413310;-16,68472;-49,29916
74413315;-16,68494;-49,29785
74413317;-16,68494;-49,29827
74413320;-16,68493;-49,29879
74413330;-16,68775;-49,29913
74413335;-16,68657;-49,29913
74413340;-16,68747;-49,29901
74413350;-16,68447;-49,29991
74413360;-16,68738;-49,29937
74413370;-16,68288;-49,29992
74413373;-16,68199;-49,30012
74413375;-16,67999;-49,29982
74413377;-16,68450;-49,30007
74413380;-16,68038;-49,30037
74413382;-16,68013;-49,29957
74413385;-16,68023;-49,30019
74413390;-16,68051;-49,30062
74413393;-16,68180;-49,30092
74413395;-16,68060;-49,30082
74413400;-16,67976;-49,29955
74415010;-16,69120;-49,31621
74415011;-16,68919;-49,32001
74415012;-16,69096;-49,31666
74415015;-16,69177;-49,31747
74415016;-16,68948;-49,30971
74415020;-16,69133;-49,30677
74415063;-16,68862;-49,31989
74415064;-16,68911;-49,31959
74415065;-16,68996;-49,30969
74415090;-16,69014;-49,31867
74415100;-16,68994;-49,31841
74415102;-16,68968;-49,31984
74415110;-16,69044;-49,31813
74415120;-16,69062;-49,31734
74415140;-16,68971;-49,31607
74415150;-16,69011;-49,31528
74415160;-16,68976;-49,31509
74415170;-16,68975;-49,31409
74415180;-16,69020;-49,31387
74415190;-16,68929;-49,31474
74415200;-16,68864;-49,31475
74415210;-16,68805;-49,31287
74415220;-16,69015;-49,31272
74415230;-16,68919;-49,31240
74415240;-16,69009;-49,31183
74415245;-16,69009;-49,31153
74415250;-16,69003;-49,31054
74415260;-16,68998;-49,30994
74415330;-16,69158;-49,31520
74415360;-16,69256;-49,31490
74415400;-16,68979;-49,30519
74415405;-16,68990;-49,30478
74415406;-16,68937;-49,30527
74415410;-16,69017;-49,31342
74415420;-16,69134;-49,31524
74415440;-16,69200;-49,31910
74415450;-16,68913;-49,30943
74415472;-16,68112;-49,31273
74415500;-16,69220;-49,31700
74415510;-16,69219;-49,31554
74415520;-16,69251;-49,31500
74415530;-16,69255;-49,31686
74415540;-16,69186;-49,31617
74415542;-16,69154;-49,31583
74415550;-16,69072;-49,31550
74420010;-16,68114;-49,32387
74420030;-16,68385;-49,32365
74420035;-16,68843;-49,32169
74420040;-16,68213;-49,32274
74420045;-16,68702;-49,32178
74420060;-16,68257;-49,32219
74420070;-16,68300;-49,32160
74420075;-16,68676;-49,32095
74420090;-16,68839;-49,32111
74420100;-16,67983;-49,32003
74420110;-16,67985;-49,32221
74420120;-16,67738;-49,31839
74420130;-16,67609;-49,32066
74420140;-16,67638;-49,31985
74420150;-16,67681;-49,31891
74420160;-16,67633;-49,31699
74420175;-16,67737;-49,31797
74420180;-16,67591;-49,31936
74420200;-16,67709;-49,31714
74420201;-16,67758;-49,31692
74420210;-16,67741;-49,32004
74420212;-16,67805;-49,31763
74420213;-16,67929;-49,31803
74420215;-16,67966;-49,31849
74420220;-16,68537;-49,31862
74420230;-16,68827;-49,32045
74420235;-16,68333;-49,31847
74420240;-16,68425;-49,31951
74420245;-16,67841;-49,31789
74420250;-16,68276;-49,31956
74420270;-16,68475;-49,32036
74420278;-16,68465;-49,31887
74420290;-16,68682;-49,32016
74420300;-16,68153;-49,31940
74420305;-16,68055;-49,31891
74420310;-16,68796;-49,32012
74420322;-16,67480;-49,31898
74420330;-16,68845;-49,31929
74420340;-16,68817;-49,32038
74420350;-16,68023;-49,31719
74420360;-16,68809;-49,32003
74420450;-16,68079;-49,31980
74420452;-16,68078;-49,32282
74420454;-16,68077;-49,32047
74420458;-16,68067;-49,32114
74420462;-16,68038;-49,32231
74420468;-16,68286;-49,32187
74420470;-16,67746;-49,31852
74420485;-16,67918;-49,31966
74420550;-16,67823;-49,32047
74420555;-16,67768;-49,32126
74420560;-16,67687;-49,32002
74423010;-16,68281;-49,31269
74423020;-16,68622;-49,31110
74423030;-16,68654;-49,31180
74423040;-16,68441;-49,31325
74423050;-16,68809;-49,31533
74423060;-16,68505;-49,31335
74423070;-16,68566;-49,31312
74423080;-16,68773;-49,31862
74423090;-16,69206;-49,30828
74423100;-16,68692;-49,31331
74423110;-16,68844;-49,31116
74423120;-16,68807;-49,31100
74423122;-16,68570;-49,31827
74423130;-16,68843;-49,30987
74423140;-16,68821;-49,30885
74423150;-16,68877;-49,31370
74423160;-16,68913;-49,31021
74423165;-16,69152;-49,31394
74423170;-16,68933;-49,30804
74423190;-16,68840;-49,31063
74423200;-16,68976;-49,30810
74423210;-16,68912;-49,31908
74423215;-16,68407;-49,30192
74423230;-16,68868;-49,31841
74423240;-16,68786;-49,31774
74423250;-16,68531;-49,31386
74423270;-16,68124;-49,31430
74423280;-16,68052;-49,31549
74423290;-16,68810;-49,31843
74423300;-16,68836;-49,31705
74423310;-16,68543;-49,31701
74423315;-16,68270;-49,31766
74423320;-16,68361;-49,31784
74423325;-16,68356;-49,31807
74423330;-16,68571;-49,31742
74423335;-16,68511;-49,31591
74423340;-16,68395;-49,31727
74423342;-16,68568;-49,31778
74423350;-16,68295;-49,31688
74423360;-16,68243;-49,31662
74423368;-16,67933;-49,30050
74423370;-16,68191;-49,31643
74423375;-16,67899;-49,29914
74423377;-16,68146;-49,31691
74423380;-16,68360;-49,31286
74423390;-16,68078;-49,31592
74423395;-16,68062;-49,31609
74423400;-16,68177;-49,31612
74423420;-16,68601;-49,31766
74423430;-16,68303;-49,31221
74423450;-16,67986;-49,31483
74423460;-16,68133;-49,31192
74423470;-16,68106;-49,31319
74423480;-16,67994;-49,31508
74423490;-16,68132;-49,31537
74423500;-16,68574;-49,31807
74423510;-16,67871;-49,31339
74423540;-16,68708;-49,31796
74423543;-16,68796;-49,31773
74423550;-16,68089;-49,31371
74423570;-16,68165;-49,31557
74423580;-16,67865;-49,31628
74423590;-16,68048;-49,31532
74423597;-16,67896;-49,31237
74423598;-16,67953;-49,31524
74423600;-16,67994;-49,31490
74423900;-16,68416;-49,31411
74425010;-16,68027;-49,30831
74425025;-16,67934;-49,29876
74425030;-16,68421;-49,31042
74425040;-16,67792;-49,30650
74425050;-16,67863;-49,30624
74425070;-16,67868;-49,30364
74425075;-16,67741;-49,30346
74425080;-16,67963;-49,30646
74425085;-16,68082;-49,30766
74425086;-16,68094;-49,30758
74425090;-16,67659;-49,30499
74425098;-16,68067;-49,30775
74425100;-16,68019;-49,30722
74425105;-16,68008;-49,30528
74425120;-16,67919;-49,30444
74425122;-16,67914;-49,30461
74425130;-16,67755;-49,30389
74425160;-16,67648;-49,30603
74425165;-16,67551;-49,30594
74425168;-16,67540;-49,30706
74425170;-16,67718;-49,30567
74425178;-16,68094;-49,30599
74425180;-16,68009;-49,30653
74425190;-16,68064;-49,30683
74425210;-16,67924;-49,30858
74425215;-16,67715;-49,30751
74425220;-16,67832;-49,31068
74425230;-16,67879;-49,30921
74425240;-16,67762;-49,31114
74425250;-16,68120;-49,31384
74425260;-16,68151;-49,31349
74425270;-16,67704;-49,31248
74425280;-16,67630;-49,31278
74425290;-16,67673;-49,31085
74425300;-16,67753;-49,31347
74425310;-16,67715;-49,31211
74425320;-16,67589;-49,31317
74425325;-16,68743;-49,31864
74425330;-16,67488;-49,31004
74425340;-16,67375;-49,31191
74425350;-16,67556;-49,31492
74425360;-16,67352;-49,31261
74425380;-16,67798;-49,31624
74425381;-16,67939;-49,31692
74425382;-16,67858;-49,31586
74425390;-16,67653;-49,31721
74425400;-16,67496;-49,31500
74425410;-16,67532;-49,31594
74425430;-16,67378;-49,31598
74425450;-16,68730;-49,31354
74425470;-16,67520;-49,31100
74425500;-16,68189;-49,30455
74425520;-16,68076;-49,31049
74425530;-16,67485;-49,31774
74425532;-16,67037;-49,31418
74425535;-16,67510;-49,31711
74425540;-16,67631;-49,31107
74425550;-16,67845;-49,31386
74425560;-16,68529;-49,31327
74425570;-16,68205;-49,30622
74425575;-16,68072;-49,30628
74425610;-16,67360;-49,31935
74425630;-16,68148;-49,30290
74425640;-16,68128;-49,30267
74425650;-16,68120;-49,30609
74425660;-16,68016;-49,30247
74425670;-16,68199;-49,31045
74425700;-16,67295;-49,31943
