CEP;LAT;LOG
74694415;-16,58560;-49,26060
74694417;-16,58526;-49,26013
74694419;-16,58476;-49,26273
74694421;-16,58560;-49,26248
74696890;-16,46738;-49,19990
74697001;-16,46371;-49,20609
74697002;-16,46206;-49,20581
74697003;-16,46300;-49,20626
74697004;-16,46392;-49,20529
74697005;-16,46369;-49,20647
74697007;-16,46391;-49,20634
74697020;-16,46341;-49,20430
74697022;-16,46536;-49,20362
74697024;-16,46266;-49,20418
74697026;-16,46370;-49,20407
74697030;-16,46398;-49,20386
74697032;-16,46385;-49,20350
74697034;-16,46409;-49,20287
74697036;-16,46415;-49,20223
74697038;-16,46450;-49,20164
74697040;-16,46422;-49,20113
74697042;-16,46467;-49,20108
74697044;-16,46511;-49,20034
74697046;-16,46523;-49,20012
74702750;-16,66003;-49,21563
74702752;-16,72484;-49,23577
74702755;-16,66005;-49,21329
74703010;-16,66409;-49,21459
74703015;-16,66333;-49,20726
74703020;-16,66622;-49,21432
74703025;-16,66109;-49,21418
74703030;-16,66537;-49,21288
74703040;-16,66689;-49,21110
74703050;-16,66870;-49,20643
74703060;-16,67208;-49,21567
74703070;-16,67040;-49,21353
74703080;-16,66793;-49,21427
74703100;-16,66580;-49,21192
74703105;-16,67134;-49,20333
74703110;-16,66488;-49,21008
74703120;-16,66395;-49,20981
74703130;-16,66244;-49,20854
74703140;-16,66119;-49,20842
74703210;-16,67365;-49,20762
74703215;-16,67205;-49,20756
74703220;-16,67355;-49,20643
74703230;-16,67362;-49,20722
74703240;-16,67288;-49,20736
74703250;-16,67179;-49,20761
74703260;-16,67509;-49,20303
74703280;-16,67281;-49,19954
74703300;-16,67797;-49,20081
74703310;-16,67408;-49,20013
74703320;-16,67381;-49,20257
74703325;-16,67355;-49,20148
74703350;-16,66521;-49,20233
74703360;-16,66960;-49,20222
74703370;-16,66548;-49,20346
74705010;-16,67003;-49,22247
74705020;-16,66964;-49,22131
74705040;-16,67974;-49,22748
74705050;-16,66881;-49,22094
74705060;-16,66807;-49,21784
74705070;-16,66770;-49,21552
74705080;-16,66687;-49,21626
74705090;-16,66433;-49,21669
74705110;-16,66810;-49,21893
74705120;-16,66838;-49,22025
74705130;-16,67653;-49,22262
74705140;-16,67806;-49,22384
74705150;-16,67519;-49,22401
74705160;-16,67469;-49,22461
74705170;-16,68020;-49,22795
74705175;-16,68444;-49,23123
74705180;-16,67164;-49,22331
74705190;-16,67623;-49,22351
74705200;-16,67571;-49,22623
74705210;-16,67509;-49,22242
74705220;-16,67562;-49,22591
74705230;-16,67390;-49,22134
74705240;-16,67809;-49,22177
74705250;-16,67274;-49,22025
74705260;-16,67178;-49,21962
74705270;-16,67231;-49,21910
74705280;-16,67769;-49,22025
74705290;-16,67132;-49,21946
74705300;-16,67088;-49,21805
74705310;-16,66919;-49,21570
74705320;-16,67003;-49,22207
74705340;-16,66724;-49,21339
74705350;-16,66931;-49,21741
74705360;-16,67181;-49,22338
74705370;-16,66915;-49,21561
74707175;-16,64793;-49,18992
74710020;-16,67480;-49,21711
74710040;-16,67555;-49,21730
74710050;-16,67647;-49,21972
74710060;-16,67817;-49,22143
74710070;-16,67819;-49,22290
74710080;-16,67902;-49,21942
74710090;-16,67907;-49,21968
74710100;-16,67935;-49,22106
74710110;-16,67958;-49,22110
74710120;-16,67967;-49,22194
74710130;-16,67922;-49,22333
74710140;-16,67805;-49,21771
74710160;-16,67541;-49,21791
74710170;-16,67801;-49,21654
74710180;-16,67707;-49,21601
74710190;-16,67786;-49,21568
74710200;-16,67746;-49,21447
74710210;-16,67734;-49,21365
74710220;-16,67707;-49,21419
74710230;-16,67223;-49,21730
74710240;-16,67669;-49,21624
74710250;-16,67617;-49,21770
74710260;-16,68232;-49,22478
74710262;-16,67966;-49,21630
74710263;-16,67951;-49,21590
74710266;-16,67879;-49,21571
74710270;-16,67389;-49,20539
74710300;-16,67570;-49,20950
74710310;-16,69636;-49,22467
74710320;-16,66842;-49,21246
74710360;-16,67636;-49,21132
74710370;-16,66992;-49,21308
74710375;-16,66814;-49,21155
74710380;-16,67568;-49,21140
74710400;-16,67362;-49,21334
74710405;-16,67415;-49,21194
74710410;-16,67134;-49,21553
74710420;-16,67739;-49,21446
74710430;-16,67274;-49,21262
74710440;-16,66992;-49,21156
74710450;-16,67029;-49,21451
74710460;-16,67151;-49,21339
74710470;-16,67475;-49,21478
74711000;-16,67024;-49,22646
74711010;-16,67422;-49,22855
74711020;-16,67264;-49,22645
74711030;-16,67236;-49,22533
74711040;-16,67204;-49,22373
74711050;-16,67250;-49,22783
74711060;-16,67185;-49,22614
74711070;-16,67222;-49,22723
74711080;-16,67424;-49,22896
74711105;-16,67066;-49,21029
74711110;-16,67311;-49,21073
74711120;-16,67731;-49,20828
74711140;-16,67422;-49,21054
74711142;-16,67478;-49,20979
74711150;-16,67720;-49,20884
74711160;-16,67361;-49,20863
74713010;-16,67454;-49,22925
74713020;-16,67742;-49,22796
74713030;-16,67651;-49,22959
74713040;-16,67593;-49,22958
74713050;-16,67677;-49,23042
74713060;-16,67684;-49,22852
74713070;-16,67598;-49,22833
74713090;-16,67672;-49,22941
74713100;-16,67548;-49,22697
74713110;-16,67714;-49,22835
74713115;-16,67665;-49,22960
74713120;-16,67685;-49,22965
74713130;-16,67717;-49,23053
74713135;-16,67721;-49,23064
74713140;-16,67527;-49,22946
74713150;-16,67693;-49,22870
74713155;-16,67814;-49,23089
74713160;-16,67798;-49,22756
74713165;-16,68066;-49,22908
74713170;-16,68620;-49,23174
74713180;-16,67583;-49,22633
74713190;-16,67863;-49,22594
74713210;-16,68010;-49,22434
74713240;-16,67687;-49,22661
74713250;-16,68047;-49,22516
74713260;-16,67892;-49,23151
74713265;-16,67941;-49,23175
74713270;-16,67630;-49,22632
74713280;-16,67864;-49,22479
74713290;-16,68228;-49,22835
74713300;-16,68303;-49,22831
74713330;-16,68082;-49,22612
74713340;-16,67972;-49,23196
74713350;-16,67792;-49,22635
74713360;-16,68711;-49,23331
74713380;-16,68566;-49,22941
74713390;-16,68160;-49,22671
74713420;-16,68366;-49,22828
74713440;-16,68077;-49,22723
74715010;-16,68980;-49,23098
74715020;-16,68588;-49,22832
74715030;-16,69416;-49,22790
74715040;-16,69243;-49,22774
74715050;-16,69624;-49,22778
74715060;-16,68873;-49,22551
74715070;-16,69285;-49,23196
74715080;-16,68695;-49,22735
74715090;-16,68566;-49,22396
74715100;-16,69153;-49,23035
74715110;-16,69468;-49,22996
74715120;-16,69546;-49,22849
74715130;-16,68903;-49,22300
74715140;-16,68767;-49,22834
74715160;-16,69436;-49,23166
74715170;-16,69544;-49,22652
74715190;-16,69602;-49,22625
74715200;-16,69115;-49,23062
74715230;-16,68648;-49,22817
74715240;-16,69295;-49,22596
74715250;-16,69344;-49,22666
74715260;-16,68855;-49,22848
74715270;-16,68769;-49,22793
74715280;-16,68894;-49,22721
74715290;-16,69483;-49,22720
74715300;-16,68974;-49,22224
74715310;-16,69501;-49,22703
74715320;-16,69049;-49,23215
74715340;-16,69502;-49,22901
74715350;-16,69656;-49,23155
74715370;-16,69361;-49,22905
74715380;-16,69418;-49,23269
74715390;-16,68684;-49,22913
74715400;-16,69281;-49,22903
74715410;-16,69428;-49,22555
74715415;-16,69627;-49,22465
74715420;-16,69186;-49,22675
74715430;-16,68771;-49,23268
74715440;-16,68934;-49,22242
74715450;-16,69326;-49,23203
74715470;-16,69227;-49,22943
74715480;-16,68928;-49,22524
74715490;-16,69458;-49,23006
74715500;-16,69647;-49,22526
74715510;-16,69457;-49,23077
74715530;-16,68879;-49,22241
74715540;-16,69314;-49,23181
74715550;-16,68462;-49,21784
74715560;-16,68399;-49,21834
74715570;-16,68329;-49,21902
74715580;-16,68222;-49,21950
74715590;-16,68528;-49,21725
74715600;-16,68596;-49,21686
74715610;-16,68441;-49,21776
74715630;-16,68189;-49,21580
74715640;-16,68188;-49,21467
74715645;-16,67841;-49,21300
74715710;-16,68612;-49,22790
74716000;-16,68978;-49,22562
74716005;-16,68981;-49,22600
74716010;-16,69033;-49,22566
74716015;-16,68946;-49,22626
74720060;-16,66378;-49,20508
74720100;-16,68328;-49,21614
74720140;-16,68634;-49,22262
74720150;-16,68943;-49,22117
74720160;-16,68961;-49,22105
74720170;-16,68498;-49,22293
74720180;-16,68843;-49,22280
74720190;-16,68791;-49,22223
74720200;-16,68718;-49,22243
74720210;-16,68577;-49,22280
74720220;-16,68685;-49,22146
74720230;-16,68663;-49,21990
74720240;-16,68611;-49,22022
74720250;-16,68936;-49,21949
74720260;-16,69050;-49,22044
74720270;-16,68602;-49,21896
74720280;-16,68868;-49,22170
74723010;-16,69639;-49,22044
74723020;-16,69842;-49,21901
74723050;-16,69782;-49,22349
74723060;-16,69667;-49,22446
74723070;-16,69460;-49,22101
74723080;-16,69627;-49,21925
74723090;-16,69454;-49,22158
74723100;-16,69897;-49,22445
74723110;-16,69908;-49,22466
74723150;-16,69685;-49,21874
74723180;-16,69877;-49,22417
74723190;-16,69870;-49,22356
74723200;-16,69806;-49,22283
74723210;-16,69856;-49,22259
74723220;-16,69852;-49,22460
74723230;-16,69689;-49,22393
74723240;-16,69531;-49,22328
74723250;-16,69537;-49,22409
74723260;-16,69824;-49,22235
74723270;-16,69468;-49,22415
74723280;-16,69424;-49,22410
74723290;-16,69355;-49,22436
74723300;-16,69317;-49,22454
74723310;-16,69419;-49,22053
74723320;-16,69484;-49,22383
74723330;-16,69743;-49,21872
74723340;-16,69845;-49,21834
74723350;-16,69790;-49,21700
74730010;-16,69449;-49,21366
74730015;-16,69464;-49,21457
74730020;-16,69469;-49,21542
74730040;-16,68753;-49,21061
74730050;-16,68584;-49,20747
74730060;-16,69122;-49,20844
74730070;-16,69338;-49,21166
74730080;-16,69279;-49,21036
74730090;-16,69450;-49,21528
74730100;-16,69403;-49,21495
74730110;-16,69398;-49,21461
74730120;-16,69367;-49,21427
74730130;-16,69332;-49,21395
74730140;-16,69304;-49,21361
74730150;-16,69266;-49,21329
74730160;-16,69219;-49,21295
74730170;-16,69172;-49,21262
74730180;-16,69128;-49,21229
74730190;-16,69081;-49,21195
74730200;-16,69034;-49,21161
74730210;-16,69042;-49,21127
74730220;-16,68813;-49,21104
74730230;-16,68775;-49,21062
74730240;-16,68855;-49,21020
74730250;-16,68944;-49,21045
74730270;-16,68923;-49,21002
74730280;-16,68864;-49,20959
74730290;-16,68799;-49,20916
74730300;-16,68729;-49,20857
74730310;-16,68607;-49,20763
74730320;-16,69782;-49,21532
74730325;-16,69490;-49,20935
74730330;-16,69762;-49,21526
74730340;-16,69752;-49,21477
74730350;-16,69719;-49,21421
74730360;-16,69699;-49,21358
74730370;-16,69682;-49,21300
74730380;-16,69677;-49,21239
74730390;-16,69643;-49,21180
74730400;-16,69467;-49,21118
74730410;-16,69563;-49,21023
74730420;-16,69610;-49,21437
74730430;-16,69565;-49,21092
74730435;-16,69482;-49,21361
74730440;-16,69704;-49,21437
74730450;-16,69371;-49,21065
74730460;-16,69595;-49,20929
74730470;-16,69559;-49,20856
74730485;-16,68570;-49,21210
74730490;-16,68936;-49,21468
74730495;-16,68739;-49,21145
74730500;-16,69024;-49,21510
74730505;-16,68582;-49,21169
74730510;-16,68949;-49,21552
74730515;-16,68541;-49,21224
74730520;-16,69019;-49,21435
74730525;-16,69053;-49,21338
74730530;-16,68861;-49,21405
74730535;-16,68647;-49,21282
74730540;-16,68813;-49,21364
74730545;-16,68733;-49,21218
74730550;-16,68981;-49,21486
74730555;-16,68596;-49,21308
74730560;-16,69042;-49,21521
74730565;-16,68695;-49,21301
74730570;-16,68894;-49,21431
74730575;-16,68645;-49,21327
74730580;-16,68789;-49,21492
74735010;-16,68542;-49,20802
74735020;-16,68457;-49,21288
74735040;-16,68575;-49,20601
74735050;-16,68590;-49,20535
74735060;-16,68564;-49,20670
74735080;-16,68478;-49,21154
74735090;-16,68506;-49,20460
74735100;-16,68554;-49,20736
74735110;-16,68518;-49,20931
74735120;-16,68516;-49,20946
74735130;-16,68480;-49,20610
74735150;-16,68494;-49,21074
74735160;-16,68561;-49,20404
74735170;-16,68603;-49,20885
74735180;-16,68446;-49,20476
74735190;-16,68531;-49,20869
74735210;-16,68441;-49,20594
74735300;-16,68873;-49,20174
74735310;-16,68752;-49,20297
74735320;-16,68826;-49,19986
74735330;-16,68705;-49,20241
74735340;-16,68569;-49,20175
74735350;-16,68584;-49,20218
74735360;-16,68614;-49,20271
74735370;-16,68664;-49,20341
74735380;-16,68441;-49,20284
74735390;-16,68838;-49,20047
74735400;-16,68853;-49,20097
74735410;-16,68878;-49,20086
74735420;-16,68890;-49,20198
74735430;-16,68933;-49,20287
74735440;-16,68915;-49,20204
74735460;-16,68599;-49,19930
74735461;-16,67431;-49,20342
74735465;-16,67522;-49,20309
74735470;-16,67522;-49,20376
74735475;-16,67550;-49,20440
74735480;-16,67575;-49,20506
74735485;-16,67597;-49,20573
74735490;-16,67621;-49,20640
74735495;-16,67600;-49,20668
74735500;-16,67613;-49,20866
74735505;-16,67394;-49,20341
74735510;-16,67396;-49,20277
74735515;-16,67478;-49,20273
74735520;-16,67696;-49,20666
74735525;-16,68060;-49,20286
74735530;-16,68047;-49,20353
74735535;-16,67843;-49,20418
74735540;-16,68000;-49,20398
74735545;-16,68088;-49,20564
74735550;-16,68133;-49,20573
74735555;-16,68030;-49,20197
74735560;-16,67949;-49,20573
74735565;-16,67888;-49,20221
74735570;-16,67770;-49,20235
74735575;-16,67636;-49,20104
74735580;-16,67846;-49,20525
74735583;-16,67985;-49,20521
74735586;-16,68044;-49,20500
74735590;-16,68129;-49,20570
74735651;-16,67431;-49,20671
74735653;-16,67457;-49,20719
74735654;-16,67521;-49,20737
74735658;-16,67510;-49,20734
74735660;-16,67392;-49,20741
74740010;-16,69011;-49,20716
74740030;-16,69186;-49,20778
74740040;-16,69244;-49,20818
74740050;-16,69234;-49,20772
74740060;-16,68851;-49,20676
74740070;-16,68633;-49,20318
74740090;-16,68910;-49,20526
74740100;-16,68915;-49,20476
74740110;-16,68924;-49,20427
74740120;-16,68631;-49,20445
74740130;-16,68922;-49,20489
74740140;-16,68832;-49,20508
74740150;-16,68931;-49,20683
74740160;-16,69176;-49,20562
74740170;-16,69178;-49,20506
74740180;-16,69112;-49,20451
74740190;-16,68983;-49,20510
74740200;-16,69132;-49,20553
74740210;-16,68599;-49,20631
74740230;-16,68994;-49,20726
74740240;-16,69223;-49,20801
74740250;-16,69211;-49,20631
74740260;-16,69118;-49,20402
74740270;-16,69227;-49,20727
74740280;-16,69319;-49,20310
74740290;-16,69437;-49,20265
74740300;-16,69307;-49,20244
74740307;-16,69452;-49,20220
74740310;-16,69447;-49,20214
74740320;-16,69290;-49,20146
74740330;-16,69434;-49,20116
74740335;-16,69467;-49,20398
74740340;-16,69357;-49,20284
74740350;-16,68388;-49,20240
74740360;-16,68195;-49,20358
74740370;-16,68241;-49,20326
74740380;-16,68291;-49,20326
74740390;-16,68201;-49,20013
74740400;-16,68206;-49,20337
74740410;-16,68359;-49,20147
74740420;-16,68408;-49,20298
74740425;-16,68385;-49,20356
74740430;-16,68162;-49,20415
74740435;-16,68225;-49,20401
74740440;-16,68418;-49,20399
74740443;-16,68420;-49,20347
74740445;-16,68288;-49,20386
74740450;-16,68402;-49,20371
74740460;-16,69505;-49,20271
74740470;-16,69635;-49,20184
74740480;-16,69584;-49,20043
74740490;-16,69614;-49,20117
74740500;-16,69703;-49,20195
74740510;-16,69653;-49,20253
74740511;-16,69750;-49,19544
74740512;-16,69711;-49,19665
74740513;-16,69686;-49,19662
74740514;-16,69746;-49,19665
74740515;-16,69759;-49,19570
74740516;-16,69612;-49,19585
74740520;-16,69485;-49,20672
74740530;-16,69397;-49,20751
74740540;-16,69316;-49,20773
74740550;-16,69517;-49,20814
74740560;-16,69445;-49,20667
74740570;-16,69425;-49,20605
74740580;-16,69405;-49,20505
74740590;-16,69461;-49,20458
74740600;-16,69526;-49,20635
74740610;-16,69499;-49,20588
74740615;-16,69461;-49,20531
74740620;-16,69504;-49,20550
74740621;-16,69490;-49,19968
74740622;-16,69424;-49,20011
74740623;-16,69410;-49,19970
74740625;-16,69271;-49,20042
74740626;-16,69162;-49,20005
74740627;-16,69188;-49,20000
74740628;-16,69342;-49,19960
74740629;-16,69342;-49,19896
74765220;-16,66879;-49,19191
74765230;-16,66888;-49,19164
74765240;-16,66880;-49,19105
74765250;-16,66873;-49,19041
74765260;-16,66691;-49,19167
74765270;-16,66865;-49,19053
74765280;-16,66853;-49,18943
74765285;-16,66849;-49,18886
74765287;-16,66839;-49,18831
74765290;-16,66701;-49,19002
74765330;-16,66642;-49,19220
74765337;-16,66650;-49,19220
74765340;-16,66628;-49,19234
74765350;-16,66584;-49,19244
74765360;-16,66538;-49,18952
74765370;-16,66618;-49,19014
74765380;-16,66527;-49,19027
74765381;-16,66605;-49,19165
74765400;-16,66536;-49,19256
74765410;-16,66640;-49,19251
74765415;-16,66238;-49,19181
74765420;-16,66532;-49,19228
74765430;-16,66438;-49,19184
74765440;-16,66399;-49,19152
74765450;-16,66436;-49,19149
74765455;-16,66596;-49,18878
74765460;-16,66342;-49,19155
74765480;-16,66292;-49,19152
74766010;-16,67176;-49,18477
74766015;-16,67042;-49,18427
74766020;-16,67177;-49,18452
74766025;-16,66519;-49,18354
74766030;-16,67130;-49,18388
74766040;-16,67097;-49,18325
74766043;-16,67069;-49,18177
74766045;-16,67006;-49,18186
74766047;-16,67196;-49,18456
74766050;-16,66826;-49,18430
74766070;-16,66717;-49,18264
74766080;-16,66567;-49,18223
74766090;-16,66650;-49,18220
74766095;-16,66712;-49,18204
74766100;-16,66722;-49,18013
74766102;-16,66806;-49,17990
74766104;-16,66744;-49,17934
74766106;-16,66824;-49,17922
74766108;-16,66904;-49,17936
74766120;-16,66786;-49,18150
74766125;-16,66711;-49,18090
74766127;-16,66664;-49,18030
74766130;-16,66666;-49,18486
74766135;-16,66573;-49,18466
74766171;-16,66439;-49,18078
74766172;-16,66736;-49,18066
74766173;-16,66416;-49,18095
74766174;-16,66421;-49,18041
74766175;-16,66722;-49,18056
74766176;-16,66455;-49,18012
74766177;-16,66492;-49,17983
74766178;-16,66478;-49,17833
74766179;-16,66579;-49,17821
74766180;-16,66654;-49,17824
74766181;-16,66583;-49,17808
74766182;-16,66505;-49,17794
74766183;-16,66698;-49,17913
74766184;-16,66754;-49,17805
74766185;-16,66514;-49,17690
74766186;-16,66485;-49,17971
74766187;-16,66544;-49,17945
74766200;-16,67236;-49,18624
74766204;-16,66897;-49,18642
74766206;-16,66939;-49,18514
74766208;-16,66949;-49,18540
74766212;-16,67063;-49,18663
74766214;-16,66902;-49,18667
74766218;-16,66933;-49,18761
74766220;-16,66952;-49,18774
74766222;-16,67028;-49,18642
74766224;-16,67031;-49,18509
74766226;-16,67045;-49,18563
74767000;-16,66634;-49,19244
74767001;-16,66646;-49,19518
74767002;-16,66627;-49,19295
74767003;-16,66675;-49,19365
74767004;-16,66717;-49,19457
74767005;-16,66906;-49,19528
74767006;-16,66753;-49,19526
74767007;-16,66798;-49,19524
74767008;-16,66811;-49,19535
74767009;-16,66841;-49,19447
74767010;-16,66855;-49,19273
74769745;-16,65648;-49,18047
74769751;-16,65623;-49,18069
74769753;-16,65565;-49,18151
74769754;-16,65537;-49,18101
74769755;-16,65510;-49,18051
74769756;-16,65474;-49,18007
74769758;-16,65248;-49,18326
74769759;-16,65421;-49,18263
74769762;-16,65329;-49,18328
74769763;-16,65229;-49,18347
74769765;-16,65107;-49,18464
74769766;-16,65790;-49,18411
74769768;-16,65831;-49,18536
74769770;-16,65290;-49,18364
74769772;-16,65480;-49,18234
74769774;-16,65543;-49,18231
74769776;-16,65614;-49,18209
74769778;-16,65830;-49,18409
74769780;-16,65594;-49,18267
74769782;-16,65720;-49,18446
74769784;-16,65699;-49,18344
74769786;-16,65585;-49,18397
74769788;-16,65139;-49,18442
74769789;-16,65194;-49,18322
74769790;-16,65881;-49,18429
74769794;-16,65764;-49,18472
74770010;-16,66335;-49,18501
74770020;-16,66625;-49,18533
74770030;-16,66012;-49,18514
74770040;-16,66129;-49,18531
74770050;-16,66265;-49,18522
74770060;-16,66542;-49,18493
74770070;-16,66126;-49,18050
74770080;-16,66494;-49,18504
74770090;-16,66189;-49,18531
74770100;-16,66412;-49,18512
74770110;-16,65962;-49,18246
74770130;-16,66503;-49,18470
74770135;-16,66486;-49,18281
74770140;-16,66446;-49,18505
74770150;-16,66376;-49,18397
74770160;-16,66294;-49,18293
74770170;-16,65983;-49,18094
74770180;-16,66118;-49,18122
74770190;-16,65881;-49,17954
74770200;-16,66012;-49,17910
74770220;-16,65882;-49,17836
74770240;-16,65815;-49,17734
74770250;-16,65748;-49,17634
74770270;-16,66050;-49,19020
74770280;-16,66206;-49,18667
74770290;-16,66279;-49,19062
74770295;-16,66015;-49,18914
74770297;-16,66550;-49,18569
74770299;-16,66513;-49,18677
74770300;-16,66512;-49,18822
74770302;-16,66621;-49,18712
74770304;-16,66612;-49,18592
74770305;-16,66782;-49,18563
74770306;-16,66789;-49,18605
74770307;-16,66789;-49,18646
74770308;-16,66715;-49,18726
74770309;-16,66789;-49,18667
74770310;-16,66559;-49,18733
74770320;-16,66196;-49,18835
74770325;-16,66829;-49,18894
74770330;-16,66406;-49,18839
74770340;-16,66156;-49,18654
74770350;-16,66338;-49,18841
74770360;-16,66387;-49,18644
74770370;-16,66461;-49,18826
74770375;-16,66620;-49,18797
74770378;-16,66698;-49,18699
74770380;-16,66804;-49,18730
74770384;-16,66710;-49,18759
74770386;-16,66524;-49,18587
74770388;-16,66592;-49,18616
74770390;-16,66206;-49,18784
74770400;-16,66128;-49,19055
74770405;-16,66177;-49,19061
74770411;-16,66185;-49,19058
74770412;-16,66045;-49,18996
74770414;-16,66036;-49,19033
74770415;-16,66584;-49,18789
74770416;-16,66069;-49,19024
74770418;-16,66266;-49,18932
74770420;-16,66781;-49,18590
74770430;-16,66240;-49,18685
74770431;-16,66752;-49,18780
74770435;-16,66819;-49,18748
74770440;-16,66376;-49,19674
74770445;-16,65892;-49,19803
74770450;-16,66197;-49,19751
74770460;-16,65985;-49,19806
74770470;-16,66480;-49,19700
74770480;-16,66172;-49,19728
74770490;-16,66366;-49,19817
74770500;-16,66213;-49,19694
74770510;-16,66094;-49,19802
74770520;-16,66254;-49,19660
74770525;-16,66436;-49,19276
74770530;-16,66098;-49,19731
74770540;-16,66293;-49,19620
74770550;-16,66112;-49,19608
74770560;-16,66355;-49,19571
74770570;-16,66119;-49,19550
74770580;-16,66420;-49,19638
74770590;-16,66240;-49,19616
74770600;-16,66423;-49,19334
74770610;-16,66260;-49,19499
74770630;-16,66259;-49,19441
74770650;-16,66279;-49,19382
74770660;-16,66419;-49,19346
74770690;-16,66271;-49,19325
74770710;-16,66417;-49,19321
74770720;-16,66274;-49,19270
74770722;-16,66381;-49,19874
74770730;-16,65814;-49,20677
74771000;-16,65416;-49,17555
74771002;-16,65709;-49,17561
74771004;-16,65472;-49,17584
74771006;-16,65554;-49,17473
74771008;-16,65525;-49,17545
74771010;-16,65581;-49,17497
74771012;-16,65638;-49,17466
74771014;-16,65698;-49,17394
74771020;-16,65671;-49,17440
74771022;-16,65380;-49,17421
74771024;-16,65365;-49,17370
74771026;-16,65448;-49,17405
74771028;-16,65527;-49,17367
74771030;-16,65561;-49,17347
74771032;-16,65613;-49,17251
74771034;-16,65654;-49,17211
74771036;-16,65641;-49,17231
74771038;-16,65506;-49,17309
74775001;-16,65254;-49,21197
74775002;-16,65324;-49,21237
74775003;-16,65558;-49,21362
74775004;-16,65108;-49,21128
74775005;-16,64895;-49,20987
74775006;-16,65059;-49,21089
74775009;-16,65681;-49,21461
74775010;-16,65125;-49,21142
74775011;-16,64944;-49,21022
74775012;-16,65473;-49,21330
74775014;-16,65450;-49,21312
74775015;-16,65364;-49,21259
74775017;-16,65612;-49,21287
74775018;-16,65493;-49,21435
74775020;-16,65189;-49,21166
74775021;-16,65304;-49,21217
74775022;-16,65584;-49,21349
74775023;-16,64841;-49,21095
74775024;-16,64813;-49,21123
74775025;-16,64740;-49,21012
74775026;-16,64745;-49,21061
74775027;-16,64833;-49,21163
74775028;-16,65002;-49,21047
74775035;-16,65264;-49,21189
74775040;-16,65215;-49,20996
74775055;-16,64823;-49,21113
74775082;-16,65573;-49,21204
74775084;-16,65545;-49,21172
74775086;-16,65453;-49,21136
74775088;-16,65223;-49,21011
74775090;-16,65238;-49,21021
74775094;-16,64957;-49,20857
74776218;-16,59146;-49,31627
74779000;-16,65596;-49,18732
74779005;-16,65550;-49,18731
74779010;-16,65505;-49,18729
74779015;-16,65526;-49,18710
74779020;-16,65645;-49,18763
74779025;-16,65602;-49,18764
74779030;-16,65613;-49,18606
74780010;-16,65204;-49,19336
74780020;-16,64765;-49,19161
74780030;-16,64968;-49,19492
74780035;-16,65172;-49,19054
74780050;-16,65152;-49,19437
74780070;-16,64999;-49,19363
74780080;-16,65091;-49,19007
74780090;-16,65088;-49,19454
74780100;-16,64766;-49,19015
74780110;-16,65082;-49,19687
74780120;-16,65015;-49,19540
74780130;-16,65047;-49,19592
74780140;-16,64895;-49,19385
74780150;-16,65024;-49,19017
74780160;-16,65180;-49,18994
74780170;-16,64862;-49,19310
74780180;-16,65219;-49,19858
74780190;-16,65235;-49,18969
74780200;-16,65304;-49,20060
74780210;-16,65149;-49,19178
74780220;-16,64916;-49,19431
74780230;-16,65177;-49,19271
74780250;-16,65300;-49,20107
74780260;-16,65112;-49,19747
74780270;-16,65231;-49,20135
74780280;-16,65195;-49,18890
74780290;-16,65201;-49,19725
74780300;-16,64917;-49,19243
74780310;-16,65107;-49,19692
74780320;-16,65097;-49,18940
74780330;-16,64852;-49,19325
74780340;-16,64765;-49,19216
74780350;-16,65363;-49,20079
74780360;-16,65032;-49,19380
74780370;-16,65241;-49,19539
74780390;-16,65807;-49,19067
74780400;-16,65629;-49,19092
74780410;-16,65820;-49,19534
74780420;-16,65930;-49,19068
74780430;-16,65921;-49,18858
74780440;-16,65862;-49,19487
74780450;-16,65632;-49,19299
74780460;-16,65754;-49,19252
74780470;-16,65573;-49,19121
74780490;-16,65633;-49,19366
74780500;-16,65893;-49,18947
74780510;-16,65799;-49,19440
74780520;-16,65458;-49,18766
74780525;-16,65505;-49,19050
74780530;-16,65492;-49,19219
74780535;-16,65416;-49,19321
74780540;-16,65903;-49,19503
74780545;-16,65859;-49,19188
74780547;-16,65831;-49,19460
74780550;-16,65735;-49,19370
74780554;-16,65835;-49,19474
74780556;-16,65854;-49,19481
74780560;-16,65892;-49,19017
74780562;-16,65901;-49,18741
74780570;-16,65953;-49,19194
74780600;-16,66173;-49,19090
74780605;-16,66066;-49,19116
74780610;-16,66163;-49,19185
74780620;-16,66157;-49,19232
74780630;-16,66174;-49,19212
74780640;-16,66129;-49,19225
74780650;-16,66146;-49,19212
74780710;-16,65529;-49,17876
74780712;-16,65447;-49,17774
74780714;-16,65102;-49,17878
74780716;-16,65071;-49,17853
74780718;-16,64872;-49,17733
74780720;-16,65276;-49,17905
74780722;-16,65502;-49,17866
74780724;-16,64848;-49,17733
74780726;-16,65254;-49,17885
74780728;-16,65482;-49,17954
74780730;-16,65434;-49,17860
74780734;-16,65352;-49,17658
74780736;-16,65240;-49,17583
74780738;-16,64795;-49,17578
74780811;-16,65383;-49,20357
74780815;-16,65328;-49,20364
74780820;-16,65395;-49,20268
74780825;-16,65313;-49,20419
74780830;-16,65368;-49,20217
74780835;-16,65306;-49,20258
74781001;-16,65719;-49,20023
74781002;-16,65634;-49,20003
74781003;-16,65685;-49,20007
74781004;-16,65746;-49,20016
74781005;-16,65769;-49,20027
74781006;-16,65700;-49,19920
74781007;-16,65529;-49,19848
